"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"31",1692006287112,"14/08/2023 09:44:47",1692009887112,1,"14/08/2023 11:44:47",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Performance was the best they could ask for ",19683.442,31783.172,31799.9350000001,19683.442,31783.172,31799.9350000001,1,19683.442,12116.4930000001,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF16300"
"32",1692006287112,"14/08/2023 09:44:47",1692009887112,1,"14/08/2023 11:44:47",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","It was in the middle. ",14983.281,31783.172,31799.9350000001,14983.281,31783.172,31799.9350000001,1,14983.281,16816.654,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF16300"
"33",1692006288058,"14/08/2023 09:44:48",1692009888058,1,"14/08/2023 11:44:48",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.620999999985,966.620999999985,966.620999999985,966.620999999985,966.620999999985,966.620999999985,1,966.620999999985,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF16300"
"34",1692006332443,"14/08/2023 09:45:32",1692009932443,1,"14/08/2023 11:45:32",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",44384.783,44383.146,44384.783,44384.783,44383.146,44384.783,1,44384.783,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF16300"
"35",1692006332446,"14/08/2023 09:45:32",1692009932446,1,"14/08/2023 11:45:32",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","It was okay, not too bad. ",38599.827,44383.146,44388.283,38599.827,44383.146,44388.283,1,38599.827,5788.45600000001,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF16300"
"36",1692006332447,"14/08/2023 09:45:32",1692009932447,1,"14/08/2023 11:45:32",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Needed more of a slightly better explanation to make it good. ",14350.084,44383.146,44388.783,14350.084,44383.146,44388.783,1,14350.084,30038.699,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF16300"
"37",1692006333408,"14/08/2023 09:45:33",1692009933408,1,"14/08/2023 11:45:33",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.618000000017,966.618000000017,966.618000000017,966.618000000017,966.618000000017,966.618000000017,1,966.618000000017,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF16300"
"38",1692006371946,"14/08/2023 09:46:11",1692009971946,1,"14/08/2023 11:46:11",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",38538.2189999881,38533.161,38538.2189999881,38538.2189999881,38533.161,38538.2189999881,1,38538.2189999881,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF16300"
"39",1692006371949,"14/08/2023 09:46:11",1692009971949,1,"14/08/2023 11:46:11",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","Proffesional sounded and well articulated
",26783.373,38533.161,38541.2189999881,26783.373,38533.161,38541.2189999881,1,26783.373,11757.8459999881,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF16300"
"40",1692006371949,"14/08/2023 09:46:11",1692009971949,1,"14/08/2023 11:46:11",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","Nice explanation. ",4433.38999999996,38533.161,38541.519,4433.38999999996,38533.161,38541.519,1,4433.38999999996,34108.129,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF16300"
"41",1692006372908,"14/08/2023 09:46:12",1692009972908,1,"14/08/2023 11:46:12",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.760000000009,966.760000000009,966.760000000009,966.760000000009,966.760000000009,966.760000000009,1,966.760000000009,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF16300"
"42",1692006372913,"14/08/2023 09:46:12",1692009972913,1,"14/08/2023 11:46:12",140743,17,"task-f6fg",NA,31172533,9241769,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF16300"
"1",1692007096848,"14/08/2023 09:58:16",1692010696848,1,"14/08/2023 11:58:16",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF13097"
"2",1692007141654,"14/08/2023 09:59:01",1692010741654,1,"14/08/2023 11:59:01",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",44804,44788,44804,44804,44788,44804,1,44804,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"3",1692007141658,"14/08/2023 09:59:01",1692010741658,1,"14/08/2023 11:59:01",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","i understood the scene she described",34285,44788,44804,34285,44788,44804,1,34285,10519,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"4",1692007141658,"14/08/2023 09:59:01",1692010741658,1,"14/08/2023 11:59:01",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","she was decent ",13892,44788,44804,13892,44788,44804,1,13892,30912,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"5",1692007142599,"14/08/2023 09:59:02",1692010742599,1,"14/08/2023 11:59:02",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"6",1692007185614,"14/08/2023 09:59:45",1692010785614,1,"14/08/2023 11:59:45",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",43002,42986,43002,43002,42986,43002,1,43002,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"7",1692007185622,"14/08/2023 09:59:45",1692010785622,1,"14/08/2023 11:59:45",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"response","she appearedconfident",30965,42986,43002,30965,42986,43002,1,30965,12037,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"8",1692007185623,"14/08/2023 09:59:45",1692010785623,1,"14/08/2023 11:59:45",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"response","she engaged well",13472,42986,43002,13472,42986,43002,1,13472,29530,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"9",1692007186552,"14/08/2023 09:59:46",1692010786552,1,"14/08/2023 11:59:46",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"10",1692007236023,"14/08/2023 10:00:36",1692010836023,1,"14/08/2023 12:00:36",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",49466,49450,49466,49466,49450,49466,1,49466,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13097"
"11",1692007236029,"14/08/2023 10:00:36",1692010836029,1,"14/08/2023 12:00:36",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"response","perfect!",43193,49450,49466,43193,49450,49466,1,43193,6273,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13097"
"12",1692007236029,"14/08/2023 10:00:36",1692010836029,1,"14/08/2023 12:00:36",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"response","she was extremely descriptive",26358,49450,49466,26358,49450,49466,1,26358,23108,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13097"
"13",1692007236969,"14/08/2023 10:00:36",1692010836969,1,"14/08/2023 12:00:36",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13097"
"14",1692007262632,"14/08/2023 10:01:02",1692010862632,1,"14/08/2023 12:01:02",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",25659,25642,25659,25659,25642,25659,1,25659,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"15",1692007262637,"14/08/2023 10:01:02",1692010862637,1,"14/08/2023 12:01:02",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","he did what was asked",15568,25642,25659,15568,25642,25659,1,15568,10091,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"16",1692007262637,"14/08/2023 10:01:02",1692010862637,1,"14/08/2023 12:01:02",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","he did ok",6405,25642,25659,6405,25642,25659,1,6405,19254,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"17",1692007263577,"14/08/2023 10:01:03",1692010863577,1,"14/08/2023 12:01:03",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966,966,966,966,966,966,1,966,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"18",1692007319833,"14/08/2023 10:01:59",1692010919833,1,"14/08/2023 12:01:59",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",56249,56232,56249,56249,56232,56249,1,56249,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"19",1692007319840,"14/08/2023 10:01:59",1692010919840,1,"14/08/2023 12:01:59",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"response","she appears confident",39196,56232,56249,39196,56232,56249,1,39196,17053,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"20",1692007319841,"14/08/2023 10:01:59",1692010919841,1,"14/08/2023 12:01:59",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"response","her description was excellent",15721,56232,56249,15721,56232,56249,1,15721,40528,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
"21",1692007320776,"14/08/2023 10:02:00",1692010920776,1,"14/08/2023 12:02:00",140743,17,"task-f6fg",NA,31172915,9241755,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",966,966,966,966,966,966,1,966,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13097"
