"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
1,1719244025924,"24/06/2024 15:47:05",1719247625924,1,"24/06/2024 17:47:05",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO01588"
2,1719244030587,"24/06/2024 15:47:10",1719247630587,1,"24/06/2024 17:47:10",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4500.09999999981,4496.3,4500.09999999981,4500.09999999981,4496.3,4500.09999999981,1,4500.09999999981,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO01588"
3,1719244034170,"24/06/2024 15:47:14",1719247634170,1,"24/06/2024 17:47:14",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3587.39999999991,3583.7,3587.39999999991,3587.39999999991,3583.7,3587.39999999991,1,3587.39999999991,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO01588"
4,1719244043162,"24/06/2024 15:47:23",1719247643162,1,"24/06/2024 17:47:23",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",8995.59999999981,8992.5,8995.59999999981,8995.59999999981,8992.5,8995.59999999981,1,8995.59999999981,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO01588"
5,1719244051355,"24/06/2024 15:47:31",1719247651355,1,"24/06/2024 17:47:31",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",8195.8,8192.5,8195.8,8195.8,8192.5,8195.8,1,8195.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO01588"
6,1719244061450,"24/06/2024 15:47:41",1719247661450,1,"24/06/2024 17:47:41",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",10098.3,10097,10098.3,10098.3,10097,10098.3,1,10098.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO01588"
7,1719244068130,"24/06/2024 15:47:48",1719247668130,1,"24/06/2024 17:47:48",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6680.89999999986,6679.8,6680.89999999986,6680.89999999986,6679.8,6680.89999999986,1,6680.89999999986,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO01588"
8,1719244071466,"24/06/2024 15:47:51",1719247671466,1,"24/06/2024 17:47:51",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3337.09999999986,3333.7,3337.09999999986,3337.09999999986,3333.7,3337.09999999986,1,3337.09999999986,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO01588"
9,1719244073721,"24/06/2024 15:47:53",1719247673721,1,"24/06/2024 17:47:53",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2259.19999999991,2258.60000000001,2259.19999999991,2259.19999999991,2258.60000000001,2259.19999999991,1,2259.19999999991,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO01588"
10,1719244073723,"24/06/2024 15:47:53",1719247673723,1,"24/06/2024 17:47:53",177048,9,"task-xk4o",NA,38461920,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO01588"
1,1719328566071,"25/06/2024 15:16:06",1719332166071,1,"25/06/2024 17:16:06",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO20104"
2,1719328570446,"25/06/2024 15:16:10",1719332170446,1,"25/06/2024 17:16:10",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4201.5,4188.2,4201.5,4201.5,4188.2,4201.5,1,4201.5,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO20104"
3,1719328573851,"25/06/2024 15:16:13",1719332173851,1,"25/06/2024 17:16:13",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3419.59999999404,3414.7,3419.59999999404,3419.59999999404,3414.7,3419.59999999404,1,3419.59999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO20104"
4,1719328685209,"25/06/2024 15:18:05",1719332285209,1,"25/06/2024 17:18:05",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",111362.3,111361,111362.3,111362.3,111361,111362.3,1,111362.3,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO20104"
5,1719328692901,"25/06/2024 15:18:12",1719332292901,1,"25/06/2024 17:18:12",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7693.19999997616,7682.90000000001,7693.19999997616,7693.19999997616,7682.90000000001,7693.19999997616,1,7693.19999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO20104"
6,1719328710886,"25/06/2024 15:18:30",1719332310886,1,"25/06/2024 17:18:30",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",17996.1999999821,17993.3,17996.1999999821,17996.1999999821,17993.3,17996.1999999821,1,17996.1999999821,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO20104"
7,1719328751620,"25/06/2024 15:19:11",1719332351620,1,"25/06/2024 17:19:11",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",40736.699999994,40735.1,40736.699999994,40736.699999994,40735.1,40736.699999994,1,40736.699999994,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO20104"
8,1719328755950,"25/06/2024 15:19:15",1719332355950,1,"25/06/2024 17:19:15",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4331.19999998808,4321.39999999999,4331.19999998808,4331.19999998808,4321.39999999999,4331.19999998808,1,4331.19999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO20104"
9,1719328758958,"25/06/2024 15:19:18",1719332358958,1,"25/06/2024 17:19:18",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3018.19999999405,3014.5,3018.19999999405,3018.19999999405,3014.5,3018.19999999405,1,3018.19999999405,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO20104"
10,1719328758960,"25/06/2024 15:19:18",1719332358960,1,"25/06/2024 17:19:18",177048,9,"task-xk4o",NA,38487707,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO20104"
1,1719414930946,"26/06/2024 15:15:30",1719418530946,1,"26/06/2024 17:15:30",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO83190"
2,1719414941767,"26/06/2024 15:15:41",1719418541767,1,"26/06/2024 17:15:41",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",10643.7,10633.1,10643.7,10643.7,10633.1,10643.7,1,10643.7,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO83190"
3,1719414947295,"26/06/2024 15:15:47",1719418547295,1,"26/06/2024 17:15:47",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",5538.49999961853,5533.1,5538.49999961853,5538.49999961853,5533.1,5538.49999961853,1,5538.49999961853,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO83190"
4,1719414968949,"26/06/2024 15:16:08",1719418568949,1,"26/06/2024 17:16:08",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",21659,21648.9,21659,21659,21648.9,21659,1,21659,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO83190"
5,1719414989298,"26/06/2024 15:16:29",1719418589298,1,"26/06/2024 17:16:29",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",20359.6999999046,20349,20359.6999999046,20359.6999999046,20349,20359.6999999046,1,20359.6999999046,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO83190"
6,1719415007649,"26/06/2024 15:16:47",1719418607649,1,"26/06/2024 17:16:47",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",18361.1,18349,18361.1,18361.1,18349,18361.1,1,18361.1,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO83190"
7,1719415011823,"26/06/2024 15:16:51",1719418611823,1,"26/06/2024 17:16:51",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4186.29999980927,4182.8,4186.29999980927,4186.29999980927,4182.8,4186.29999980927,1,4186.29999980927,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO83190"
8,1719415021398,"26/06/2024 15:17:01",1719418621398,1,"26/06/2024 17:17:01",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",9578.49999980927,9566.7,9578.49999980927,9578.49999980927,9566.7,9578.49999980927,1,9578.49999980927,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO83190"
9,1719415024892,"26/06/2024 15:17:04",1719418624892,1,"26/06/2024 17:17:04",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3505.3999997139,3499.40000000001,3505.3999997139,3505.3999997139,3499.40000000001,3505.3999997139,1,3505.3999997139,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO83190"
10,1719415024894,"26/06/2024 15:17:04",1719418624894,1,"26/06/2024 17:17:04",177048,9,"task-xk4o",NA,38522931,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO83190"
1,1719416325820,"26/06/2024 15:38:45",1719419925820,1,"26/06/2024 17:38:45",177048,9,"task-xk4o",NA,38523544,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO41800"
2,1719416329508,"26/06/2024 15:38:49",1719419929508,1,"26/06/2024 17:38:49",177048,9,"task-xk4o",NA,38523544,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3643.49999995232,3636.3,3643.49999995232,3643.49999995232,3636.3,3643.49999995232,1,3643.49999995232,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO41800"
3,1719416332577,"26/06/2024 15:38:52",1719419932577,1,"26/06/2024 17:38:52",177048,9,"task-xk4o",NA,38523544,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3076.10000004768,3069.5,3076.10000004768,3076.10000004768,3069.5,3076.10000004768,1,3076.10000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO41800"
4,1719416339388,"26/06/2024 15:38:59",1719419939388,1,"26/06/2024 17:38:59",177048,9,"task-xk4o",NA,38523544,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",6817.80000009537,6805.6,6817.80000009537,6817.80000009537,6805.6,6817.80000009537,1,6817.80000009537,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO41800"
5,1719416344842,"26/06/2024 15:39:04",1719419944842,1,"26/06/2024 17:39:04",177048,9,"task-xk4o",NA,38523544,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",5466.59999995232,5455.1,5466.59999995232,5466.59999995232,5455.1,5466.59999995232,1,5466.59999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO41800"
