"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"34",1691005439492,"02/08/2023 19:43:59",1691009039492,1,"02/08/2023 21:43:59",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",39100.1529999999,39083.487,39100.1529999999,39100.1529999999,39083.487,39100.1529999999,1,39100.1529999999,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM61449"
"35",1691005439501,"02/08/2023 19:43:59",1691009039501,1,"02/08/2023 21:43:59",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","She brings attention to the situation.",29516.7779999999,39083.487,39100.1529999999,29516.7779999999,39083.487,39100.1529999999,1,29516.7779999999,9583.375,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM61449"
"36",1691005439502,"02/08/2023 19:43:59",1691009039502,1,"02/08/2023 21:43:59",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Her speech doesn't show any bias.",6566.6939999999,39083.487,39100.1529999999,6566.6939999999,39083.487,39100.1529999999,1,6566.6939999999,32533.459,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM61449"
"37",1691005440442,"02/08/2023 19:44:00",1691009040442,1,"02/08/2023 21:44:00",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.675000000047,966.675000000047,966.675000000047,966.675000000047,966.675000000047,966.675000000047,1,966.675000000047,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM61449"
"38",1691005729686,"02/08/2023 19:48:49",1691009329686,1,"02/08/2023 21:48:49",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",289245.532,289235.108,289245.532,289245.532,289235.108,289245.532,1,289245.532,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM61449"
"39",1691005729692,"02/08/2023 19:48:49",1691009329692,1,"02/08/2023 21:48:49",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","She can describe the number of people in a group.",282351.699,289235.108,289251.776,282351.699,289235.108,289251.776,1,282351.699,6900.07700000005,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM61449"
"40",1691005729693,"02/08/2023 19:48:49",1691009329693,1,"02/08/2023 21:48:49",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","She seems happy to describe the scenario.",231767.821,289235.108,289251.776,231767.821,289235.108,289251.776,1,231767.821,57483.9550000001,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM61449"
"41",1691005730644,"02/08/2023 19:48:50",1691009330644,1,"02/08/2023 21:48:50",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.674999999814,966.674999999814,966.674999999814,966.674999999814,966.674999999814,966.674999999814,1,966.674999999814,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM61449"
"42",1691005730654,"02/08/2023 19:48:50",1691009330654,1,"02/08/2023 21:48:50",139282,42,"task-s9co",NA,31015665,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM61449"
"1",1691237026535,"05/08/2023 12:03:46",1691240626535,1,"05/08/2023 14:03:46",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM20104"
"2",1691237090506,"05/08/2023 12:04:50",1691240690506,1,"05/08/2023 14:04:50",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",63222,63212,63222,63222,63212,63222,1,63222,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"3",1691237090510,"05/08/2023 12:04:50",1691240690510,1,"05/08/2023 14:04:50",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","She is logical in her explanation",50396,63212,63229,50396,63212,63229,1,50396,12833,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"4",1691237090511,"05/08/2023 12:04:50",1691240690511,1,"05/08/2023 14:04:50",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","She seems shy",42297,63212,63229,42297,63212,63229,1,42297,20932,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"5",1691237091457,"05/08/2023 12:04:51",1691240691457,1,"05/08/2023 14:04:51",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966,966,966,966,966,966,1,966,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"6",1691237131008,"05/08/2023 12:05:31",1691240731008,1,"05/08/2023 14:05:31",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",39550,39547,39550,39550,39547,39550,1,39550,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"7",1691237131011,"05/08/2023 12:05:31",1691240731011,1,"05/08/2023 14:05:31",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","She has an easy to listen to voice",32981,39547,39554,32981,39547,39554,1,32981,6573,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"8",1691237131012,"05/08/2023 12:05:31",1691240731012,1,"05/08/2023 14:05:31",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","She seems on the ball and aware",24365,39547,39555,24365,39547,39555,1,24365,15190,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"9",1691237131971,"05/08/2023 12:05:31",1691240731971,1,"05/08/2023 14:05:31",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"10",1691237193662,"05/08/2023 12:06:33",1691240793662,1,"05/08/2023 14:06:33",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",61690,61679,61690,61690,61679,61690,1,61690,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"11",1691237193665,"05/08/2023 12:06:33",1691240793665,1,"05/08/2023 14:06:33",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","They got a lot of information into a short amount of time",48880,61679,61694,48880,61679,61694,1,48880,12814,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"12",1691237193666,"05/08/2023 12:06:33",1691240793666,1,"05/08/2023 14:06:33",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","It's nice they are keeping eye contact at times",34214,61679,61694,34214,61679,61694,1,34214,27480,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"13",1691237194617,"05/08/2023 12:06:34",1691240794617,1,"05/08/2023 14:06:34",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966,966,966,966,966,966,1,966,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"14",1691237238613,"05/08/2023 12:07:18",1691240838613,1,"05/08/2023 14:07:18",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",43996,43980,43996,43996,43980,43996,1,43996,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"15",1691237238616,"05/08/2023 12:07:18",1691240838616,1,"05/08/2023 14:07:18",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","He has an accent",40947,43980,43996,40947,43980,43996,1,40947,3049,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"16",1691237238616,"05/08/2023 12:07:18",1691240838616,1,"05/08/2023 14:07:18",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","English does not seem like his first language",29731,43980,43996,29731,43980,43996,1,29731,14265,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"17",1691237239563,"05/08/2023 12:07:19",1691240839563,1,"05/08/2023 14:07:19",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"18",1691237285680,"05/08/2023 12:08:05",1691240885680,1,"05/08/2023 14:08:05",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",46117,46113,46117,46117,46113,46117,1,46117,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"19",1691237285683,"05/08/2023 12:08:05",1691240885683,1,"05/08/2023 14:08:05",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","She visualised the picture well with her words",31814,46113,46121,31814,46113,46121,1,31814,14307,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"20",1691237285684,"05/08/2023 12:08:05",1691240885684,1,"05/08/2023 14:08:05",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","She is easy to follow",26265,46113,46121,26265,46113,46121,1,26265,19856,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"21",1691237286643,"05/08/2023 12:08:06",1691240886643,1,"05/08/2023 14:08:06",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"22",1691237318699,"05/08/2023 12:08:38",1691240918699,1,"05/08/2023 14:08:38",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",32056,32047,32056,32056,32047,32056,1,32056,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"23",1691237318704,"05/08/2023 12:08:38",1691240918704,1,"05/08/2023 14:08:38",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","She takes a long time to get to the point",25848,32047,32062,25848,32047,32062,1,25848,6214,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"24",1691237318705,"05/08/2023 12:08:38",1691240918705,1,"05/08/2023 14:08:38",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","She does not explain very well",18232,32047,32062,18232,32047,32062,1,18232,13830,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"25",1691237319658,"05/08/2023 12:08:39",1691240919658,1,"05/08/2023 14:08:39",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"26",1691237362318,"05/08/2023 12:09:22",1691240962318,1,"05/08/2023 14:09:22",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",42661,42647,42661,42661,42647,42661,1,42661,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"27",1691237362326,"05/08/2023 12:09:22",1691240962326,1,"05/08/2023 14:09:22",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","He starts with the important information",26148,42647,42664,26148,42647,42664,1,26148,16516,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"28",1691237362327,"05/08/2023 12:09:22",1691240962327,1,"05/08/2023 14:09:22",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","He is quick to the point in explaining",13299,42647,42664,13299,42647,42664,1,13299,29365,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
