"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"10",1690970433251,"02/08/2023 10:00:33",1690974033251,1,"02/08/2023 12:00:33",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",25654.4850000119,25649.578,25654.4850000119,25654.4850000119,25649.578,25654.4850000119,1,25654.4850000119,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM52921"
"11",1690970433254,"02/08/2023 10:00:33",1690974033254,1,"02/08/2023 12:00:33",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6324.36599999999,25649.578,25655.615,6324.36599999999,25649.578,25655.615,1,6324.36599999999,19331.249,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM52921"
"12",1690970433254,"02/08/2023 10:00:33",1690974033254,1,"02/08/2023 12:00:33",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",11672.643,25649.578,25655.615,11672.643,25649.578,25655.615,1,11672.643,13982.972,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM52921"
"13",1690970433255,"02/08/2023 10:00:33",1690974033255,1,"02/08/2023 12:00:33",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",14437.685,25649.578,25655.615,14437.685,25649.578,25655.615,1,14437.685,11217.93,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM52921"
"14",1690970433259,"02/08/2023 10:00:33",1690974033259,1,"02/08/2023 12:00:33",139282,42,"questionnaire-uu2n",NA,31000592,9196035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM52921"
"1",1690960868744,"02/08/2023 07:21:08",1690964468744,1,"02/08/2023 09:21:08",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM46030"
"2",1690960892488,"02/08/2023 07:21:32",1690964492488,1,"02/08/2023 09:21:32",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",23764.6870000238,23752.646,23764.6870000238,23764.6870000238,23752.646,23764.6870000238,1,23764.6870000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM46030"
"3",1690960892492,"02/08/2023 07:21:32",1690964492492,1,"02/08/2023 09:21:32",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",15556.685,23752.646,23769.336,15556.685,23752.646,23769.336,1,15556.685,8212.651,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM46030"
"4",1690960892493,"02/08/2023 07:21:32",1690964492493,1,"02/08/2023 09:21:32",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",17309.312,23752.646,23769.336,17309.312,23752.646,23769.336,1,17309.312,6460.024,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM46030"
"5",1690960892494,"02/08/2023 07:21:32",1690964492494,1,"02/08/2023 09:21:32",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",23001.366,23752.646,23769.336,23001.366,23752.646,23769.336,1,23001.366,767.970000000005,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM46030"
"6",1690960909153,"02/08/2023 07:21:49",1690964509153,1,"02/08/2023 09:21:49",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",16687.5410000238,16674.971,16687.5410000238,16687.5410000238,16674.971,16687.5410000238,1,16687.5410000238,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM46030"
"7",1690960909162,"02/08/2023 07:21:49",1690964509162,1,"02/08/2023 09:21:49",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2854.15,16674.971,16691.494,2854.15,16674.971,16691.494,1,2854.15,13837.344,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM46030"
"8",1690960909163,"02/08/2023 07:21:49",1690964509163,1,"02/08/2023 09:21:49",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",11383.717,16674.971,16691.494,11383.717,16674.971,16691.494,1,11383.717,5307.777,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM46030"
"9",1690960909164,"02/08/2023 07:21:49",1690964509164,1,"02/08/2023 09:21:49",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",14271.411,16674.971,16691.494,14271.411,16674.971,16691.494,1,14271.411,2420.083,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM46030"
"10",1690960920983,"02/08/2023 07:22:00",1690964520983,1,"02/08/2023 09:22:00",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",11842.47,11834.434,11842.47,11842.47,11834.434,11842.47,1,11842.47,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM46030"
"11",1690960920988,"02/08/2023 07:22:00",1690964520988,1,"02/08/2023 09:22:00",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",3789.129,11834.434,11847.870000006,3789.129,11834.434,11847.870000006,1,3789.129,8058.74100000596,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM46030"
"12",1690960920990,"02/08/2023 07:22:00",1690964520990,1,"02/08/2023 09:22:00",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",6626.681,11834.434,11849.0700000238,6626.681,11834.434,11849.0700000238,1,6626.681,5222.38900002384,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM46030"
"13",1690960920991,"02/08/2023 07:22:00",1690964520991,1,"02/08/2023 09:22:00",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",9313.969,11834.434,11850.2700000119,9313.969,11834.434,11850.2700000119,1,9313.969,2536.30100001192,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM46030"
"14",1690960921004,"02/08/2023 07:22:01",1690964521004,1,"02/08/2023 09:22:01",139282,42,"questionnaire-uu2n",NA,30997015,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM46030"
"1",1690912124707,"01/08/2023 17:48:44",1690915724707,1,"01/08/2023 19:48:44",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM24387"
"2",1690912193469,"01/08/2023 17:49:53",1690915793469,1,"01/08/2023 19:49:53",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",68767.01,68750.375,68767.01,68767.01,68750.375,68767.01,1,68767.01,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM24387"
"3",1690912193473,"01/08/2023 17:49:53",1690915793473,1,"01/08/2023 19:49:53",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",43917.09,68750.375,68767.01,43917.09,68750.375,68767.01,1,43917.09,24849.92,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM24387"
"4",1690912193474,"01/08/2023 17:49:53",1690915793474,1,"01/08/2023 19:49:53",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",57117.06,68750.375,68767.01,57117.06,68750.375,68767.01,1,57117.06,11649.95,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM24387"
"5",1690912193475,"01/08/2023 17:49:53",1690915793475,1,"01/08/2023 19:49:53",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",68033.644,68750.375,68767.01,68033.644,68750.375,68767.01,1,68033.644,733.366000000009,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM24387"
"6",1690912221236,"01/08/2023 17:50:21",1690915821236,1,"01/08/2023 19:50:21",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",27793.5929999881,27783.456,27793.5929999881,27793.5929999881,27783.456,27793.5929999881,1,27793.5929999881,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM24387"
"7",1690912221242,"01/08/2023 17:50:21",1690915821242,1,"01/08/2023 19:50:21",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",5733.413,27783.456,27799.393,5733.413,27783.456,27799.393,1,5733.413,22065.98,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM24387"
"8",1690912221244,"01/08/2023 17:50:21",1690915821244,1,"01/08/2023 19:50:21",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",11750.151,27783.456,27800.091,11750.151,27783.456,27800.091,1,11750.151,16049.94,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM24387"
"9",1690912221246,"01/08/2023 17:50:21",1690915821246,1,"01/08/2023 19:50:21",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",26950.041,27783.456,27800.091,26950.041,27783.456,27800.091,1,26950.041,850.049999999988,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM24387"
"10",1690912238923,"01/08/2023 17:50:38",1690915838923,1,"01/08/2023 19:50:38",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",17697.6369999881,17683.417,17697.6369999881,17697.6369999881,17683.417,17697.6369999881,1,17697.6369999881,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM24387"
"11",1690912238930,"01/08/2023 17:50:38",1690915838930,1,"01/08/2023 19:50:38",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5316.723,17683.417,17700.183,5316.723,17683.417,17700.183,1,5316.723,12383.46,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM24387"
"12",1690912238931,"01/08/2023 17:50:38",1690915838931,1,"01/08/2023 19:50:38",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",9266.675,17683.417,17700.183,9266.675,17683.417,17700.183,1,9266.675,8433.50799999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM24387"
"13",1690912238932,"01/08/2023 17:50:38",1690915838932,1,"01/08/2023 19:50:38",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",14516.755,17683.417,17700.183,14516.755,17683.417,17700.183,1,14516.755,3183.42799999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM24387"
"14",1690912238944,"01/08/2023 17:50:38",1690915838944,1,"01/08/2023 19:50:38",139282,42,"questionnaire-uu2n",NA,30990983,9194236,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM24387"
