"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.huxg","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"4",1709577897946,"04/03/2024 18:44:57",1709577897946,0,"04/03/2024 18:44:57",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",69368.8,73519,73531.299999997,69368.8,73519,73531.299999997,1,69368.8,4162.49999999702,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF01010"
"5",1709577897947,"04/03/2024 18:44:57",1709577897947,0,"04/03/2024 18:44:57",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",72735.6,73519,73531.8999999985,72735.6,73519,73531.8999999985,1,72735.6,796.299999998504,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF01010"
"6",1709577931616,"04/03/2024 18:45:31",1709577931616,0,"04/03/2024 18:45:31",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",33681.799999997,33667.7,33681.799999997,33681.799999997,33667.7,33681.799999997,1,33681.799999997,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF01010"
"7",1709577931619,"04/03/2024 18:45:31",1709577931619,0,"04/03/2024 18:45:31",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",8433.8,33667.7,33684.3,8433.8,33667.7,33684.3,1,8433.8,25250.5,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF01010"
"8",1709577931619,"04/03/2024 18:45:31",1709577931619,0,"04/03/2024 18:45:31",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",13200.4,33667.7,33684.3,13200.4,33667.7,33684.3,1,13200.4,20483.9,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF01010"
"9",1709577931620,"04/03/2024 18:45:31",1709577931620,0,"04/03/2024 18:45:31",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",32818.1,33667.7,33684.3,32818.1,33667.7,33684.3,1,32818.1,866.199999999983,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF01010"
"10",1709577949796,"04/03/2024 18:45:49",1709577949796,0,"04/03/2024 18:45:49",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",18193.8,18184,18193.8,18193.8,18184,18193.8,1,18193.8,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF01010"
"11",1709577949798,"04/03/2024 18:45:49",1709577949798,0,"04/03/2024 18:45:49",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",10233.8,18184,18196.8999999978,10233.8,18184,18196.8999999978,1,10233.8,7963.09999999776,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF01010"
"12",1709577949799,"04/03/2024 18:45:49",1709577949799,0,"04/03/2024 18:45:49",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",12917.3,18184,18197.4999999993,12917.3,18184,18197.4999999993,1,12917.3,5280.19999999925,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF01010"
"13",1709577949800,"04/03/2024 18:45:49",1709577949800,0,"04/03/2024 18:45:49",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",16484,18184,18198.1999999985,16484,18184,18198.1999999985,1,16484,1714.19999999851,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF01010"
"14",1709577949805,"04/03/2024 18:45:49",1709577949805,0,"04/03/2024 18:45:49",169741,4,"task-gjqt",NA,35768523,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF01010"
"1",1709578160640,"04/03/2024 18:49:20",1709578160640,0,"04/03/2024 18:49:20",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF90122"
"2",1709578178432,"04/03/2024 18:49:38",1709578178432,0,"04/03/2024 18:49:38",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",17812.607,17800.921,17812.607,17812.607,17800.921,17812.607,1,17812.607,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF90122"
"3",1709578178436,"04/03/2024 18:49:38",1709578178436,0,"04/03/2024 18:49:38",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",9000.455,17800.921,17816.7070001431,9000.455,17800.921,17816.7070001431,1,9000.455,8816.25200014305,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF90122"
"4",1709578178436,"04/03/2024 18:49:38",1709578178436,0,"04/03/2024 18:49:38",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",13267.769,17800.921,17817.107,13267.769,17800.921,17817.107,1,13267.769,4549.338,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF90122"
"5",1709578178436,"04/03/2024 18:49:38",1709578178436,0,"04/03/2024 18:49:38",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",16917.623,17800.921,17817.4069999523,16917.623,17800.921,17817.4069999523,1,16917.623,899.783999952317,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF90122"
"6",1709578206963,"04/03/2024 18:50:06",1709578206963,0,"04/03/2024 18:50:06",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",28543.5860000954,28534.729,28543.5860000954,28543.5860000954,28534.729,28543.5860000954,1,28543.5860000954,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF90122"
"7",1709578206967,"04/03/2024 18:50:06",1709578206967,0,"04/03/2024 18:50:06",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",11683.65,28534.729,28547.8860000477,11683.65,28534.729,28547.8860000477,1,11683.65,16864.2360000477,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF90122"
"8",1709578206967,"04/03/2024 18:50:06",1709578206967,0,"04/03/2024 18:50:06",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",18884.305,28534.729,28548.3860000477,18884.305,28534.729,28548.3860000477,1,18884.305,9664.08100004768,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF90122"
"9",1709578206968,"04/03/2024 18:50:06",1709578206968,0,"04/03/2024 18:50:06",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",27934.753,28534.729,28548.686,27934.753,28534.729,28548.686,1,27934.753,613.932999999997,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF90122"
"10",1709578227187,"04/03/2024 18:50:27",1709578227187,0,"04/03/2024 18:50:27",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",20234.087,20217.421,20234.087,20234.087,20217.421,20234.087,1,20234.087,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF90122"
"11",1709578227190,"04/03/2024 18:50:27",1709578227190,0,"04/03/2024 18:50:27",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",10749.57,20217.421,20234.087,10749.57,20217.421,20234.087,1,10749.57,9484.51700000002,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF90122"
"12",1709578227190,"04/03/2024 18:50:27",1709578227190,0,"04/03/2024 18:50:27",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",13999.44,20217.421,20234.087,13999.44,20217.421,20234.087,1,13999.44,6234.64700000002,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF90122"
"13",1709578227190,"04/03/2024 18:50:27",1709578227190,0,"04/03/2024 18:50:27",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",17815.954,20217.421,20234.087,17815.954,20217.421,20234.087,1,17815.954,2418.13300000002,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF90122"
"14",1709578227195,"04/03/2024 18:50:27",1709578227195,0,"04/03/2024 18:50:27",169741,4,"task-gjqt",NA,35768706,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF90122"
"1",1709580239050,"04/03/2024 19:23:59",1709580239050,0,"04/03/2024 19:23:59",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF33311"
"2",1709580371689,"04/03/2024 19:26:11",1709580371689,0,"04/03/2024 19:26:11",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",132684.925999994,132666.426,132684.925999994,132684.925999994,132666.426,132684.925999994,1,132684.925999994,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF33311"
"3",1709580371695,"04/03/2024 19:26:11",1709580371695,0,"04/03/2024 19:26:11",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",65603.726,132666.426,132691.526,65603.726,132666.426,132691.526,1,65603.726,67087.8,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF33311"
"4",1709580371696,"04/03/2024 19:26:11",1709580371696,0,"04/03/2024 19:26:11",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",119589.326,132666.426,132691.526,119589.326,132666.426,132691.526,1,119589.326,13102.2,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF33311"
"5",1709580371697,"04/03/2024 19:26:11",1709580371697,0,"04/03/2024 19:26:11",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",127130.026,132666.426,132691.526,127130.026,132666.426,132691.526,1,127130.026,5561.5,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF33311"
"6",1709580425630,"04/03/2024 19:27:05",1709580425630,0,"04/03/2024 19:27:05",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",53968.5999999881,53959.2,53968.5999999881,53968.5999999881,53959.2,53968.5999999881,1,53968.5999999881,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF33311"
"7",1709580425644,"04/03/2024 19:27:05",1709580425644,0,"04/03/2024 19:27:05",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",17810.5,53959.2,53982.5999999881,17810.5,53959.2,53982.5999999881,1,17810.5,36172.0999999881,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF33311"
"8",1709580425646,"04/03/2024 19:27:05",1709580425646,0,"04/03/2024 19:27:05",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",32415.7,53959.2,53984.2,32415.7,53959.2,53984.2,1,32415.7,21568.5,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF33311"
"9",1709580425650,"04/03/2024 19:27:05",1709580425650,0,"04/03/2024 19:27:05",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",46118.8,53959.2,53984.2,46118.8,53959.2,53984.2,1,46118.8,7865.39999999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF33311"
"10",1709580482141,"04/03/2024 19:28:02",1709580482141,0,"04/03/2024 19:28:02",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",56520.7,56515.8,56520.7,56520.7,56515.8,56520.7,1,56520.7,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF33311"
"11",1709580482148,"04/03/2024 19:28:02",1709580482148,0,"04/03/2024 19:28:02",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",38653,56515.8,56529.2,38653,56515.8,56529.2,1,38653,17876.2,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF33311"
"12",1709580482150,"04/03/2024 19:28:02",1709580482150,0,"04/03/2024 19:28:02",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",49351.3,56515.8,56531.0999999762,49351.3,56515.8,56531.0999999762,1,49351.3,7179.79999997615,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF33311"
"13",1709580482152,"04/03/2024 19:28:02",1709580482152,0,"04/03/2024 19:28:02",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",54860.8,56515.8,56532.8999999881,54860.8,56515.8,56532.8999999881,1,54860.8,1672.0999999881,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF33311"
"14",1709580482169,"04/03/2024 19:28:02",1709580482169,0,"04/03/2024 19:28:02",169741,4,"task-gjqt",NA,35769917,10572429,NA,"complete",NA,"65e618b72145f01e320788fb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x679",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF33311"
"1",1709579079692,"04/03/2024 19:04:39",1709557479692,-6,"04/03/2024 07:04:39",169741,4,"task-gjqt",NA,35769318,10572500,NA,"complete",NA,"65e61ac1ea11151a57933935","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF99447"
"2",1709579118378,"04/03/2024 19:05:18",1709557518378,-6,"04/03/2024 07:05:18",169741,4,"task-gjqt",NA,35769318,10572500,NA,"complete",NA,"65e61ac1ea11151a57933935","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",38714.861999997,38702.062,38714.861999997,38714.861999997,38702.062,38714.861999997,1,38714.861999997,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF99447"
"3",1709579118383,"04/03/2024 19:05:18",1709557518383,-6,"04/03/2024 07:05:18",169741,4,"task-gjqt",NA,35769318,10572500,NA,"complete",NA,"65e61ac1ea11151a57933935","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",11861.462,38702.062,38718.662,11861.462,38702.062,38718.662,1,11861.462,26857.2,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF99447"
"4",1709579118383,"04/03/2024 19:05:18",1709557518383,-6,"04/03/2024 07:05:18",169741,4,"task-gjqt",NA,35769318,10572500,NA,"complete",NA,"65e61ac1ea11151a57933935","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",28122.462,38702.062,38718.662,28122.462,38702.062,38718.662,1,28122.462,10596.2,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF99447"
