"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"35",1691497074671,"08/08/2023 12:17:54",1691500674671,1,"08/08/2023 14:17:54",139282,42,"task-f6fg",NA,31101323,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Described the amount of people and gave some imagination.",34373,45235,45241,34373,45235,45241,1,34373,10868,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM81666"
"36",1691497074672,"08/08/2023 12:17:54",1691500674672,1,"08/08/2023 14:17:54",139282,42,"task-f6fg",NA,31101323,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","They were neutral feeling about the photo.",22760,45235,45241,22760,45235,45241,1,22760,22481,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM81666"
"37",1691497075643,"08/08/2023 12:17:55",1691500675643,1,"08/08/2023 14:17:55",139282,42,"task-f6fg",NA,31101323,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",980,980,980,980,980,980,1,980,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM81666"
"38",1691497107348,"08/08/2023 12:18:27",1691500707348,1,"08/08/2023 14:18:27",139282,42,"task-f6fg",NA,31101323,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",31705,31699,31705,31705,31699,31705,1,31705,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM81666"
"39",1691497107350,"08/08/2023 12:18:27",1691500707350,1,"08/08/2023 14:18:27",139282,42,"task-f6fg",NA,31101323,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","Gave some assumptions and ideas.",25504,31699,31706,25504,31699,31706,1,25504,6202,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM81666"
"40",1691497107350,"08/08/2023 12:18:27",1691500707350,1,"08/08/2023 14:18:27",139282,42,"task-f6fg",NA,31101323,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","Lots of detail, very useful for imagination. Most detailed out of the responses.",11224,31699,31706,11224,31699,31706,1,11224,20482,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM81666"
"41",1691497108322,"08/08/2023 12:18:28",1691500708322,1,"08/08/2023 14:18:28",139282,42,"task-f6fg",NA,31101323,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",979,979,979,979,979,979,1,979,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM81666"
"42",1691497108324,"08/08/2023 12:18:28",1691500708324,1,"08/08/2023 14:18:28",139282,42,"task-f6fg",NA,31101323,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM81666"
"1",1691097423841,"03/08/2023 21:17:03",1691101023841,1,"03/08/2023 23:17:03",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM79155"
"2",1691097488778,"03/08/2023 21:18:08",1691101088778,1,"03/08/2023 23:18:08",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",63023.041000006,63008.949,63023.041000006,63023.041000006,63008.949,63023.041000006,1,63023.041000006,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"3",1691097488780,"03/08/2023 21:18:08",1691101088780,1,"03/08/2023 23:18:08",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","You sound like you're mumbling",52343.642,63008.949,63025.341000003,52343.642,63008.949,63025.341000003,1,52343.642,10681.699000003,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"4",1691097488780,"03/08/2023 21:18:08",1691101088780,1,"03/08/2023 23:18:08",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","I can't really hear you",25163.504,63008.949,63025.7410000015,25163.504,63008.949,63025.7410000015,1,25163.504,37862.2370000015,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"5",1691097489730,"03/08/2023 21:18:09",1691101089730,1,"03/08/2023 23:18:09",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.572,966.572,966.572,966.572,966.572,966.572,1,966.572,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"6",1691097570903,"03/08/2023 21:19:30",1691101170903,1,"03/08/2023 23:19:30",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",81172.466,81155.867,81172.466,81172.466,81155.867,81172.466,1,81172.466,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"7",1691097570906,"03/08/2023 21:19:30",1691101170906,1,"03/08/2023 23:19:30",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","Your speech is clear and concise",31045.657,81155.867,81172.466,31045.657,81155.867,81172.466,1,31045.657,50126.809,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"8",1691097570906,"03/08/2023 21:19:30",1691101170906,1,"03/08/2023 23:19:30",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","This was descriptive and I can picture the classroom well",25313.133,81155.867,81172.466,25313.133,81155.867,81172.466,1,25313.133,55859.333,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"9",1691097571854,"03/08/2023 21:19:31",1691101171854,1,"03/08/2023 23:19:31",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.69200000001,966.69200000001,966.69200000001,966.69200000001,966.69200000001,966.69200000001,1,966.69200000001,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"10",1691097656539,"03/08/2023 21:20:56",1691101256539,1,"03/08/2023 23:20:56",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",84686.761000003,84672.637,84686.761000003,84686.761000003,84672.637,84686.761000003,1,84686.761000003,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"11",1691097656542,"03/08/2023 21:20:56",1691101256542,1,"03/08/2023 23:20:56",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","The description gave an insight to what peoople are feeling in the picture ",66458.095,84672.637,84688.9610000059,66458.095,84672.637,84688.9610000059,1,66458.095,18230.8660000059,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"12",1691097656542,"03/08/2023 21:20:56",1691101256542,1,"03/08/2023 23:20:56",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","You cleary described the emotions of the people in the picture ",31379.507,84672.637,84689.261000003,31379.507,84672.637,84689.261000003,1,31379.507,53309.754000003,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"13",1691097657493,"03/08/2023 21:20:57",1691101257493,1,"03/08/2023 23:20:57",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.602000000014,966.602000000014,966.602000000014,966.602000000014,966.602000000014,966.602000000014,1,966.602000000014,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"14",1691097719263,"03/08/2023 21:21:59",1691101319263,1,"03/08/2023 23:21:59",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",61771.2220000059,61758.674,61771.2220000059,61771.2220000059,61758.674,61771.2220000059,1,61771.2220000059,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"15",1691097719265,"03/08/2023 21:21:59",1691101319265,1,"03/08/2023 23:21:59",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","The description is vague and doesn't include much detail ",39761.173,61758.674,61773.6220000045,39761.173,61758.674,61773.6220000045,1,39761.173,22012.4490000044,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"16",1691097719265,"03/08/2023 21:21:59",1691101319265,1,"03/08/2023 23:21:59",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","The speech could be a bit more articulate ",31079.244,61758.674,61774.022000003,31079.244,61758.674,61774.022000003,1,31079.244,30694.778000003,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"17",1691097720217,"03/08/2023 21:22:00",1691101320217,1,"03/08/2023 23:22:00",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.594999999972,966.594999999972,966.594999999972,966.594999999972,966.594999999972,966.594999999972,1,966.594999999972,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"18",1691097784402,"03/08/2023 21:23:04",1691101384402,1,"03/08/2023 23:23:04",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",64184.553,64175.042,64184.553,64184.553,64175.042,64184.553,1,64184.553,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"19",1691097784404,"03/08/2023 21:23:04",1691101384404,1,"03/08/2023 23:23:04",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","Giving the number of people gives a clearer image in my head",47326.987,64175.042,64186.753000003,47326.987,64175.042,64186.753000003,1,47326.987,16859.766000003,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"20",1691097784404,"03/08/2023 21:23:04",1691101384404,1,"03/08/2023 23:23:04",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","I like how you describe the demographics of the people in the room",25246.461,64175.042,64187.1530000015,25246.461,64175.042,64187.1530000015,1,25246.461,38940.6920000015,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"21",1691097785359,"03/08/2023 21:23:05",1691101385359,1,"03/08/2023 23:23:05",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",966.707999999984,966.707999999984,966.707999999984,966.707999999984,966.707999999984,966.707999999984,1,966.707999999984,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"22",1691097889464,"03/08/2023 21:24:49",1691101489464,1,"03/08/2023 23:24:49",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",104104.703000006,104102.841,104104.703000006,104104.703000006,104102.841,104104.703000006,1,104104.703000006,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"23",1691097889466,"03/08/2023 21:24:49",1691101489466,1,"03/08/2023 23:24:49",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","I cannot imagine the image in my head as the description lacked depth ",67290.874,104102.841,104107.003000003,67290.874,104102.841,104107.003000003,1,67290.874,36816.129000003,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"24",1691097889466,"03/08/2023 21:24:49",1691101489466,1,"03/08/2023 23:24:49",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","The description was basic",24296.522,104102.841,104107.303,24296.522,104102.841,104107.303,1,24296.522,79810.781,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"25",1691097890429,"03/08/2023 21:24:50",1691101490429,1,"03/08/2023 23:24:50",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.684999999998,966.684999999998,966.684999999998,966.684999999998,966.684999999998,966.684999999998,1,966.684999999998,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"26",1691097983741,"03/08/2023 21:26:23",1691101583741,1,"03/08/2023 23:26:23",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",93312.677000006,93304.782,93312.677000006,93312.677000006,93304.782,93312.677000006,1,93312.677000006,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"27",1691097983743,"03/08/2023 21:26:23",1691101583743,1,"03/08/2023 23:26:23",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","I can imagine the scene well in my head",57559.4179999999,93304.782,93314.977000003,57559.4179999999,93304.782,93314.977000003,1,57559.4179999999,35755.559000003,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
