"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"11",1689005373447,"10/07/2023 16:09:33",1689008973447,1,"10/07/2023 18:09:33",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",7416.68,14233.34,14236.32,7416.68,14233.34,14236.32,1,7416.68,6819.64,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM05151"
"12",1689005373448,"10/07/2023 16:09:33",1689008973448,1,"10/07/2023 18:09:33",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",9983.34,14233.34,14236.32,9983.34,14233.34,14236.32,1,9983.34,4252.98,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM05151"
"13",1689005373448,"10/07/2023 16:09:33",1689008973448,1,"10/07/2023 18:09:33",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",13166.68,14233.34,14236.32,13166.68,14233.34,14236.32,1,13166.68,1069.64,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM05151"
"14",1689005373449,"10/07/2023 16:09:33",1689008973449,1,"10/07/2023 18:09:33",137495,33,"questionnaire-uu2n",NA,30599844,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05151"
"1",1689009091100,"10/07/2023 17:11:31",1689012691100,1,"10/07/2023 19:11:31",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM31721"
"2",1689009133992,"10/07/2023 17:12:13",1689012733992,1,"10/07/2023 19:12:13",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",42898.247,42891.303,42898.247,42898.247,42891.303,42898.247,1,42898.247,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM31721"
"3",1689009133993,"10/07/2023 17:12:13",1689012733993,1,"10/07/2023 19:12:13",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",23644.732,42891.303,42898.247,23644.732,42891.303,42898.247,1,23644.732,19253.515,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM31721"
"4",1689009133994,"10/07/2023 17:12:13",1689012733994,1,"10/07/2023 19:12:13",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",31310.61,42891.303,42898.247,31310.61,42891.303,42898.247,1,31310.61,11587.637,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM31721"
"5",1689009133994,"10/07/2023 17:12:13",1689012733994,1,"10/07/2023 19:12:13",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",38075.712,42891.303,42898.247,38075.712,42891.303,42898.247,1,38075.712,4822.535,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM31721"
"6",1689009163788,"10/07/2023 17:12:43",1689012763788,1,"10/07/2023 19:12:43",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",29806.9750000238,29800.941,29806.9750000238,29806.9750000238,29800.941,29806.9750000238,1,29806.9750000238,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM31721"
"7",1689009163791,"10/07/2023 17:12:43",1689012763791,1,"10/07/2023 19:12:43",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",7797.971,29800.941,29807.884,7797.971,29800.941,29807.884,1,7797.971,22009.913,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM31721"
"8",1689009163791,"10/07/2023 17:12:43",1689012763791,1,"10/07/2023 19:12:43",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",11655.821,29800.941,29807.884,11655.821,29800.941,29807.884,1,11655.821,18152.063,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM31721"
"9",1689009163791,"10/07/2023 17:12:43",1689012763791,1,"10/07/2023 19:12:43",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",28614.678,29800.941,29807.884,28614.678,29800.941,29807.884,1,28614.678,1193.20600000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM31721"
"10",1689009181369,"10/07/2023 17:13:01",1689012781369,1,"10/07/2023 19:13:01",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",17586.2340000715,17582.928,17586.2340000715,17586.2340000715,17582.928,17586.2340000715,1,17586.2340000715,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM31721"
"11",1689009181370,"10/07/2023 17:13:01",1689012781370,1,"10/07/2023 19:13:01",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",8916.068,17582.928,17587.7340000715,8916.068,17582.928,17587.7340000715,1,8916.068,8671.66600007152,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM31721"
"12",1689009181370,"10/07/2023 17:13:01",1689012781370,1,"10/07/2023 19:13:01",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",12263.722,17582.928,17588.1340000477,12263.722,17582.928,17588.1340000477,1,12263.722,5324.41200004768,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM31721"
"13",1689009181371,"10/07/2023 17:13:01",1689012781371,1,"10/07/2023 19:13:01",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",16940.323,17582.928,17588.3340000954,16940.323,17582.928,17588.3340000954,1,16940.323,648.011000095372,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM31721"
"14",1689009181373,"10/07/2023 17:13:01",1689012781373,1,"10/07/2023 19:13:01",137495,33,"questionnaire-uu2n",NA,30600805,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM31721"
"1",1689009934491,"10/07/2023 17:25:34",1689013534491,1,"10/07/2023 19:25:34",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM34679"
"2",1689011683960,"10/07/2023 17:54:43",1689015283960,1,"10/07/2023 19:54:43",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",1749485.094,1749468.315,1749485.094,1749485.094,1749468.315,1749485.094,1,1749485.094,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM34679"
"3",1689011683964,"10/07/2023 17:54:43",1689015283964,1,"10/07/2023 19:54:43",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",1734169.335,1749468.315,1749485.094,1734169.335,1749468.315,1749485.094,1,1734169.335,15315.7590000001,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM34679"
"4",1689011683964,"10/07/2023 17:54:43",1689015283964,1,"10/07/2023 19:54:43",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",1743418.823,1749468.315,1749485.094,1743418.823,1749468.315,1749485.094,1,1743418.823,6066.27100000018,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM34679"
"5",1689011683965,"10/07/2023 17:54:43",1689015283965,1,"10/07/2023 19:54:43",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",1748901.615,1749468.315,1749485.094,1748901.615,1749468.315,1749485.094,1,1748901.615,583.479000000283,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM34679"
"6",1689011703498,"10/07/2023 17:55:03",1689015303498,1,"10/07/2023 19:55:03",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",19564.5430000953,19548.4709999999,19564.5430000953,19564.5430000953,19548.4709999999,19564.5430000953,1,19564.5430000953,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM34679"
"7",1689011703500,"10/07/2023 17:55:03",1689015303500,1,"10/07/2023 19:55:03",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",6149.45600000001,19548.4709999999,19565.1209999998,6149.45600000001,19548.4709999999,19565.1209999998,1,6149.45600000001,13415.6649999998,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM34679"
"8",1689011703501,"10/07/2023 17:55:03",1689015303501,1,"10/07/2023 19:55:03",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",9865.86199999996,19548.4709999999,19565.1209999998,9865.86199999996,19548.4709999999,19565.1209999998,1,9865.86199999996,9699.25899999985,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM34679"
"9",1689011703501,"10/07/2023 17:55:03",1689015303501,1,"10/07/2023 19:55:03",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",18831.922,19548.4709999999,19565.1209999998,18831.922,19548.4709999999,19565.1209999998,1,18831.922,733.19899999979,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM34679"
"10",1689011749757,"10/07/2023 17:55:49",1689015349757,1,"10/07/2023 19:55:49",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",46270.7719999047,46254.6189999999,46270.7719999047,46270.7719999047,46254.6189999999,46270.7719999047,1,46270.7719999047,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM34679"
"11",1689011749759,"10/07/2023 17:55:49",1689015349759,1,"10/07/2023 19:55:49",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",38521.7309999999,46254.6189999999,46271.4119999998,38521.7309999999,46254.6189999999,46271.4119999998,1,38521.7309999999,7749.68099999987,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM34679"
"12",1689011749760,"10/07/2023 17:55:49",1689015349760,1,"10/07/2023 19:55:49",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",42105.264,46254.6189999999,46271.4119999998,42105.264,46254.6189999999,46271.4119999998,1,42105.264,4166.14799999981,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM34679"
"13",1689011749760,"10/07/2023 17:55:49",1689015349760,1,"10/07/2023 19:55:49",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",45354.676,46254.6189999999,46271.4119999998,45354.676,46254.6189999999,46271.4119999998,1,45354.676,916.735999999801,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM34679"
"14",1689011749766,"10/07/2023 17:55:49",1689015349766,1,"10/07/2023 19:55:49",137495,33,"questionnaire-uu2n",NA,30601090,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM34679"
"1",1689016990141,"10/07/2023 19:23:10",1689020590141,1,"10/07/2023 21:23:10",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM84507"
"2",1689017054528,"10/07/2023 19:24:14",1689020654528,1,"10/07/2023 21:24:14",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",64408.314,64391.633,64408.314,64408.314,64391.633,64408.314,1,64408.314,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM84507"
"3",1689017054531,"10/07/2023 19:24:14",1689020654531,1,"10/07/2023 21:24:14",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",41311.277,64391.633,64408.314,41311.277,64391.633,64408.314,1,41311.277,23097.037,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM84507"
"4",1689017054532,"10/07/2023 19:24:14",1689020654532,1,"10/07/2023 21:24:14",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",58725.85,64391.633,64408.314,58725.85,64391.633,64408.314,1,58725.85,5682.46399999999,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM84507"
"5",1689017054532,"10/07/2023 19:24:14",1689020654532,1,"10/07/2023 21:24:14",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",63241.756,64391.633,64408.314,63241.756,64391.633,64408.314,1,63241.756,1166.55799999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM84507"
"6",1689017070657,"10/07/2023 19:24:30",1689020670657,1,"10/07/2023 21:24:30",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",16151.232,16147.87,16151.232,16151.232,16147.87,16151.232,1,16151.232,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM84507"
"7",1689017070661,"10/07/2023 19:24:30",1689020670661,1,"10/07/2023 21:24:30",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",5449.29300000001,16147.87,16154.832,5449.29300000001,16147.87,16154.832,1,5449.29300000001,10705.539,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM84507"
"8",1689017070662,"10/07/2023 19:24:30",1689020670662,1,"10/07/2023 21:24:30",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",10881.904,16147.87,16155.532,10881.904,16147.87,16155.532,1,10881.904,5273.628,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM84507"
"9",1689017070662,"10/07/2023 19:24:30",1689020670662,1,"10/07/2023 21:24:30",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",14998.888,16147.87,16156.232,14998.888,16147.87,16156.232,1,14998.888,1157.34400000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM84507"
