"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"42",14,1692005415614,"14/08/2023 09:30:15",1692009015614,1,"14/08/2023 11:30:15",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF20908"
"43",1,1692005573616,"14/08/2023 09:32:53",1692009173616,1,"14/08/2023 11:32:53",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF98941"
"44",2,1692005588793,"14/08/2023 09:33:08",1692009188793,1,"14/08/2023 11:33:08",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",15184.091,15167.424,15184.091,15184.091,15167.424,15184.091,1,15184.091,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF98941"
"45",3,1692005588797,"14/08/2023 09:33:08",1692009188797,1,"14/08/2023 11:33:08",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",9483.977,15167.424,15184.091,9483.977,15167.424,15184.091,1,9483.977,5700.114,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF98941"
"46",4,1692005588798,"14/08/2023 09:33:08",1692009188798,1,"14/08/2023 11:33:08",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",12450.703,15167.424,15184.091,12450.703,15167.424,15184.091,1,12450.703,2733.388,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF98941"
"47",5,1692005588800,"14/08/2023 09:33:08",1692009188800,1,"14/08/2023 11:33:08",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",14634.08,15167.424,15184.091,14634.08,15167.424,15184.091,1,14634.08,550.011000000002,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF98941"
"48",6,1692005594968,"14/08/2023 09:33:14",1692009194968,1,"14/08/2023 11:33:14",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",6200.567,6183.9,6200.567,6200.567,6183.9,6200.567,1,6200.567,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF98941"
"49",7,1692005594969,"14/08/2023 09:33:14",1692009194969,1,"14/08/2023 11:33:14",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",3466.736,6183.9,6200.567,3466.736,6183.9,6200.567,1,3466.736,2733.83099999999,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF98941"
"50",8,1692005594970,"14/08/2023 09:33:14",1692009194970,1,"14/08/2023 11:33:14",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",4800.539,6183.9,6200.567,4800.539,6183.9,6200.567,1,4800.539,1400.02799999999,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF98941"
"51",9,1692005594971,"14/08/2023 09:33:14",1692009194971,1,"14/08/2023 11:33:14",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",5617.222,6183.9,6200.567,5617.222,6183.9,6200.567,1,5617.222,583.344999999998,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF98941"
"52",10,1692005598122,"14/08/2023 09:33:18",1692009198122,1,"14/08/2023 11:33:18",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3171.96900001192,3166.73,3171.96900001192,3171.96900001192,3166.73,3171.96900001192,1,3171.96900001192,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF98941"
"53",11,1692005598123,"14/08/2023 09:33:18",1692009198123,1,"14/08/2023 11:33:18",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",1016.687,3166.73,3172.86899998808,1016.687,3166.73,3172.86899998808,1,1016.687,2156.18199998808,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF98941"
"54",12,1692005598124,"14/08/2023 09:33:18",1692009198124,1,"14/08/2023 11:33:18",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1583.365,3166.73,3174.06899997616,1583.365,3166.73,3174.06899997616,1,1583.365,1590.70399997616,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF98941"
"55",13,1692005598125,"14/08/2023 09:33:18",1692009198125,1,"14/08/2023 11:33:18",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2050.041,3166.73,3175.06899997616,2050.041,3166.73,3175.06899997616,1,2050.041,1125.02799997616,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF98941"
"56",14,1692005598128,"14/08/2023 09:33:18",1692009198128,1,"14/08/2023 11:33:18",140743,17,"questionnaire-uu2n",NA,31172418,NA,"complete",NA,"64da02835a5052b70ee79e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF98941"
"57",1,1692005839944,"14/08/2023 09:37:19",1692009439944,1,"14/08/2023 11:37:19",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF13097"
"58",2,1692005871409,"14/08/2023 09:37:51",1692009471409,1,"14/08/2023 11:37:51",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",31453,31436,31453,31453,31436,31453,1,31453,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF13097"
"59",3,1692005871416,"14/08/2023 09:37:51",1692009471416,1,"14/08/2023 11:37:51",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",9883,31436,31453,9883,31436,31453,1,9883,21570,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF13097"
"60",4,1692005871417,"14/08/2023 09:37:51",1692009471417,1,"14/08/2023 11:37:51",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",22012,31436,31453,22012,31436,31453,1,22012,9441,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF13097"
"61",5,1692005871418,"14/08/2023 09:37:51",1692009471418,1,"14/08/2023 11:37:51",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",26740,31436,31453,26740,31436,31453,1,26740,4713,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF13097"
"62",6,1692005897724,"14/08/2023 09:38:17",1692009497724,1,"14/08/2023 11:38:17",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",26342,26325,26342,26342,26325,26342,1,26342,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF13097"
"63",7,1692005897734,"14/08/2023 09:38:17",1692009497734,1,"14/08/2023 11:38:17",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",9818,26325,26342,9818,26325,26342,1,9818,16524,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF13097"
"64",8,1692005897735,"14/08/2023 09:38:17",1692009497735,1,"14/08/2023 11:38:17",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",14171,26325,26342,14171,26325,26342,1,14171,12171,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF13097"
"65",9,1692005897736,"14/08/2023 09:38:17",1692009497736,1,"14/08/2023 11:38:17",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",23818,26325,26342,23818,26325,26342,1,23818,2524,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF13097"
"66",10,1692005916718,"14/08/2023 09:38:36",1692009516718,1,"14/08/2023 11:38:36",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",19011,18994,19011,19011,18994,19011,1,19011,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF13097"
"67",11,1692005916730,"14/08/2023 09:38:36",1692009516730,1,"14/08/2023 11:38:36",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",8270,18994,19011,8270,18994,19011,1,8270,10741,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF13097"
"68",12,1692005916731,"14/08/2023 09:38:36",1692009516731,1,"14/08/2023 11:38:36",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",12322,18994,19011,12322,18994,19011,1,12322,6689,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF13097"
"69",13,1692005916733,"14/08/2023 09:38:36",1692009516733,1,"14/08/2023 11:38:36",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",18433,18994,19011,18433,18994,19011,1,18433,578,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF13097"
"70",14,1692005916737,"14/08/2023 09:38:36",1692009516737,1,"14/08/2023 11:38:36",140743,17,"questionnaire-uu2n",NA,31172516,NA,"complete",NA,"64d9ff59202825d1e987df74","tablet","Apple iPad","iOS 16.5","Chrome 115.0.5790.160","810x1080","1080x695",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF13097"
"71",1,1692006157972,"14/08/2023 09:42:37",1692009757972,1,"14/08/2023 11:42:37",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF15001"
"72",2,1692006185499,"14/08/2023 09:43:05",1692009785499,1,"14/08/2023 11:43:05",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",28485,28452,28485,28485,28452,28485,1,28485,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF15001"
"73",3,1692006185502,"14/08/2023 09:43:05",1692009785502,1,"14/08/2023 11:43:05",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",11985,28452,28485,11985,28452,28485,1,11985,16500,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF15001"
"74",4,1692006185504,"14/08/2023 09:43:05",1692009785504,1,"14/08/2023 11:43:05",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",21586,28452,28485,21586,28452,28485,1,21586,6899,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF15001"
"75",5,1692006185505,"14/08/2023 09:43:05",1692009785505,1,"14/08/2023 11:43:05",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",27852,28452,28485,27852,28452,28485,1,27852,633,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF15001"
"76",6,1692006206386,"14/08/2023 09:43:26",1692009806386,1,"14/08/2023 11:43:26",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",20931,20899,20931,20931,20899,20931,1,20931,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF15001"
"77",7,1692006206390,"14/08/2023 09:43:26",1692009806390,1,"14/08/2023 11:43:26",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5133,20899,20931,5133,20899,20931,1,5133,15798,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF15001"
"78",8,1692006206391,"14/08/2023 09:43:26",1692009806391,1,"14/08/2023 11:43:26",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",8200,20899,20931,8200,20899,20931,1,8200,12731,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF15001"
"79",9,1692006206391,"14/08/2023 09:43:26",1692009806391,1,"14/08/2023 11:43:26",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",20333,20899,20931,20333,20899,20931,1,20333,598,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF15001"
"80",10,1692006217603,"14/08/2023 09:43:37",1692009817603,1,"14/08/2023 11:43:37",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",11261,11234,11261,11261,11234,11261,1,11261,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF15001"
"81",11,1692006217607,"14/08/2023 09:43:37",1692009817607,1,"14/08/2023 11:43:37",140743,17,"questionnaire-uu2n",NA,31172610,NA,"complete",NA,"64da041f0e6d392fff657804","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5.1","1440x900","1212x795",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4368,11234,11264,4368,11234,11264,1,4368,6896,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF15001"
