"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"281",28,1692027455804,"14/08/2023 15:37:35",1692031055804,1,"14/08/2023 17:37:35",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Video","w2ir4b",1,"response","Can describe well about the details",17549.812,55132.813,55145.5099999761,17549.812,55132.813,55145.5099999761,1,17549.812,37595.6979999762,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF59606"
"282",29,1692027456759,"14/08/2023 15:37:36",1692031056759,1,"14/08/2023 17:37:36",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",966.931000000041,966.931000000041,966.931000000041,966.931000000041,966.931000000041,966.931000000041,1,966.931000000041,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF59606"
"283",30,1692027521176,"14/08/2023 15:38:41",1692031121176,1,"14/08/2023 17:38:41",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",64417.9659999642,64415.631,64417.9659999642,64417.9659999642,64415.631,64417.9659999642,1,64417.9659999642,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF59606"
"284",31,1692027521180,"14/08/2023 15:38:41",1692031121180,1,"14/08/2023 17:38:41",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Description was alright",50366.262,64415.631,64421.6660000119,50366.262,64415.631,64421.6660000119,1,50366.262,14055.4040000119,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF59606"
"285",32,1692027521181,"14/08/2023 15:38:41",1692031121181,1,"14/08/2023 17:38:41",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Can be judgemental",30482.633,64415.631,64422.6660000119,30482.633,64415.631,64422.6660000119,1,30482.633,33940.0330000119,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF59606"
"286",33,1692027522142,"14/08/2023 15:38:42",1692031122142,1,"14/08/2023 17:38:42",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.847999999998,966.847999999998,966.847999999998,966.847999999998,966.847999999998,966.847999999998,1,966.847999999998,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF59606"
"287",34,1692027566957,"14/08/2023 15:39:26",1692031166957,1,"14/08/2023 17:39:26",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",44816.223,44799.663,44816.223,44816.223,44799.663,44816.223,1,44816.223,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF59606"
"288",35,1692027566961,"14/08/2023 15:39:26",1692031166961,1,"14/08/2023 17:39:26",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","feels a bit nervous",34099.67,44799.663,44816.223,34099.67,44799.663,44816.223,1,34099.67,10716.553,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF59606"
"289",36,1692027566961,"14/08/2023 15:39:26",1692031166961,1,"14/08/2023 17:39:26",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","not that confident",19316.636,44799.663,44816.223,19316.636,44799.663,44816.223,1,19316.636,25499.587,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF59606"
"290",37,1692027567908,"14/08/2023 15:39:27",1692031167908,1,"14/08/2023 17:39:27",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.546999999962,966.546999999962,966.546999999962,966.546999999962,966.546999999962,966.546999999962,1,966.546999999962,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF59606"
"291",38,1692027644764,"14/08/2023 15:40:44",1692031244764,1,"14/08/2023 17:40:44",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",76856.5769999762,76849.353,76856.5769999762,76856.5769999762,76849.353,76856.5769999762,1,76856.5769999762,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF59606"
"292",39,1692027644768,"14/08/2023 15:40:44",1692031244768,1,"14/08/2023 17:40:44",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","her descriptions had good attention to detail",47332.926,76849.353,76860.7769999643,47332.926,76849.353,76860.7769999643,1,47332.926,29527.8509999643,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF59606"
"293",40,1692027644769,"14/08/2023 15:40:44",1692031244769,1,"14/08/2023 17:40:44",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","she seems very positive and happy",26833.13,76849.353,76861.5769999762,26833.13,76849.353,76861.5769999762,1,26833.13,50028.4469999762,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF59606"
"294",41,1692027645724,"14/08/2023 15:40:45",1692031245724,1,"14/08/2023 17:40:45",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.685000000056,966.685000000056,966.685000000056,966.685000000056,966.685000000056,966.685000000056,1,966.685000000056,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF59606"
"295",42,1692027645730,"14/08/2023 15:40:45",1692031245730,1,"14/08/2023 17:40:45",140743,17,"task-s9co",NA,31180178,NA,"complete",NA,"64da54ae60b9358d64ee4f59","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1707x1067","852x900",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF59606"
"296",1,1692016174538,"14/08/2023 12:29:34",1692019774538,1,"14/08/2023 14:29:34",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF05791"
"297",2,1692016233203,"14/08/2023 12:30:33",1692019833203,1,"14/08/2023 14:30:33",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",58112.136,58095.559,58112.136,58112.136,58095.559,58112.136,1,58112.136,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"298",3,1692016233210,"14/08/2023 12:30:33",1692019833210,1,"14/08/2023 14:30:33",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","Ther person seems to be fidgeting.",28906.387,58095.559,58112.136,28906.387,58095.559,58112.136,1,28906.387,29205.749,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"299",4,1692016233211,"14/08/2023 12:30:33",1692019833211,1,"14/08/2023 14:30:33",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","The person is mumbling.",10673.491,58095.559,58112.136,10673.491,58095.559,58112.136,1,10673.491,47438.645,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"300",5,1692016234149,"14/08/2023 12:30:34",1692019834149,1,"14/08/2023 14:30:34",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",965.728000000003,965.728000000003,965.728000000003,965.728000000003,965.728000000003,965.728000000003,1,965.728000000003,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"301",6,1692016262106,"14/08/2023 12:31:02",1692019862106,1,"14/08/2023 14:31:02",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",27957.177,27940.517,27957.177,27957.177,27940.517,27957.177,1,27957.177,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"302",7,1692016262114,"14/08/2023 12:31:02",1692019862114,1,"14/08/2023 14:31:02",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","The hand motions relate in a way to what the person is trying to describe.",11788.957,27940.517,27957.177,11788.957,27940.517,27957.177,1,11788.957,16168.22,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"303",8,1692016262115,"14/08/2023 12:31:02",1692019862115,1,"14/08/2023 14:31:02",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","Ther person sounds very articulate.",3563.281,27940.517,27957.177,3563.281,27940.517,27957.177,1,3563.281,24393.896,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"304",9,1692016263055,"14/08/2023 12:31:03",1692019863055,1,"14/08/2023 14:31:03",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",965.660000000003,965.660000000003,965.660000000003,965.660000000003,965.660000000003,965.660000000003,1,965.660000000003,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"305",10,1692016397758,"14/08/2023 12:33:17",1692019997758,1,"14/08/2023 14:33:17",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",134703.558000012,134690.096,134703.558000012,134703.558000012,134690.096,134703.558000012,1,134703.558000012,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"306",11,1692016397762,"14/08/2023 12:33:17",1692019997762,1,"14/08/2023 14:33:17",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","The person adds in their own thoughts.",129461.642,134690.096,134706.595,129461.642,134690.096,134706.595,1,129461.642,5244.95299999998,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"307",12,1692016397763,"14/08/2023 12:33:17",1692019997763,1,"14/08/2023 14:33:17",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","The person describes the photo very well",7326.353,134690.096,134706.595,7326.353,134690.096,134706.595,1,7326.353,127380.242,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"308",13,1692016398711,"14/08/2023 12:33:18",1692019998711,1,"14/08/2023 14:33:18",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",965.885000000009,965.885000000009,965.885000000009,965.885000000009,965.885000000009,965.885000000009,1,965.885000000009,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF05791"
"309",14,1692016470270,"14/08/2023 12:34:30",1692020070270,1,"14/08/2023 14:34:30",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",71559.777,71549.346,71559.777,71559.777,71549.346,71559.777,1,71559.777,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"310",15,1692016470271,"14/08/2023 12:34:30",1692020070271,1,"14/08/2023 14:34:30",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","Some sort of repetition.",37214.849,71549.346,71561.3770000238,37214.849,71549.346,71561.3770000238,1,37214.849,34346.5280000239,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"311",16,1692016470272,"14/08/2023 12:34:30",1692020070272,1,"14/08/2023 14:34:30",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","The person seems to ramble on a bit.",6643.53400000001,71549.346,71561.6769999762,6643.53400000001,71549.346,71561.6769999762,1,6643.53400000001,64918.1429999761,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"312",17,1692016471226,"14/08/2023 12:34:31",1692020071226,1,"14/08/2023 14:34:31",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",965.717000000004,965.717000000004,965.717000000004,965.717000000004,965.717000000004,965.717000000004,1,965.717000000004,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"313",18,1692016527984,"14/08/2023 12:35:27",1692020127984,1,"14/08/2023 14:35:27",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",56758.6139999761,56746.743,56758.6139999761,56758.6139999761,56746.743,56758.6139999761,1,56758.6139999761,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"314",19,1692016527991,"14/08/2023 12:35:27",1692020127991,1,"14/08/2023 14:35:27",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"response","Articulate, easy to understand what they are saying.",46206.594,56746.743,56763.3799999999,46206.594,56746.743,56763.3799999999,1,46206.594,10556.786,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
"315",20,1692016527992,"14/08/2023 12:35:27",1692020127992,1,"14/08/2023 14:35:27",140743,17,"task-s9co",NA,31175907,NA,"complete",NA,"64da2735ae3e62b81bdf7946","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"response","Very descriptive, and adds their own thoughts. ",31903.374,56746.743,56763.3799999999,31903.374,56746.743,56763.3799999999,1,31903.374,24860.006,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF05791"
