"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"113",29,1692015610369,"14/08/2023 12:20:10",1692019210369,1,"14/08/2023 14:20:10",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",966.194999999949,966.194999999949,966.194999999949,966.194999999949,966.194999999949,966.194999999949,1,966.194999999949,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"114",30,1692015642786,"14/08/2023 12:20:42",1692019242786,1,"14/08/2023 14:20:42",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",32417.8739999523,32412.772,32417.8739999523,32417.8739999523,32412.772,32417.8739999523,1,32417.8739999523,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"115",31,1692015642793,"14/08/2023 12:20:42",1692019242793,1,"14/08/2023 14:20:42",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","you did just fine",25213.346,32412.772,32424.9739999762,25213.346,32412.772,32424.9739999762,1,25213.346,7211.62799997616,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"116",32,1692015642794,"14/08/2023 12:20:42",1692019242794,1,"14/08/2023 14:20:42",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","you were natural",7216.06700000004,32412.772,32425.7739999285,7216.06700000004,32412.772,32425.7739999285,1,7216.06700000004,25209.7069999285,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"117",33,1692015643748,"14/08/2023 12:20:43",1692019243748,1,"14/08/2023 14:20:43",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.247000000032,966.247000000032,966.247000000032,966.247000000032,966.247000000032,966.247000000032,1,966.247000000032,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"118",34,1692015687280,"14/08/2023 12:21:27",1692019287280,1,"14/08/2023 14:21:27",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",43533.7549999285,43528.048,43533.7549999285,43533.7549999285,43528.048,43533.7549999285,1,43533.7549999285,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"119",35,1692015687288,"14/08/2023 12:21:27",1692019287288,1,"14/08/2023 14:21:27",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","it was ok",38928.4,43528.048,43541.8549999523,38928.4,43528.048,43541.8549999523,1,38928.4,4613.45499995234,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"120",36,1692015687289,"14/08/2023 12:21:27",1692019287289,1,"14/08/2023 14:21:27",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","i could follow your point",9515.36499999999,43528.048,43542.8549999523,9515.36499999999,43528.048,43542.8549999523,1,9515.36499999999,34027.4899999523,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"121",37,1692015688241,"14/08/2023 12:21:28",1692019288241,1,"14/08/2023 14:21:28",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.168000000005,966.168000000005,966.168000000005,966.168000000005,966.168000000005,966.168000000005,1,966.168000000005,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"122",38,1692015705419,"14/08/2023 12:21:45",1692019305419,1,"14/08/2023 14:21:45",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",17178.9389999046,17164.484,17178.9389999046,17178.9389999046,17164.484,17178.9389999046,1,17178.9389999046,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"123",39,1692015705426,"14/08/2023 12:21:45",1692019305426,1,"14/08/2023 14:21:45",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","you seemed happy",11615.503,17164.484,17181.036,11615.503,17164.484,17181.036,1,11615.503,5565.53300000005,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"124",40,1692015705427,"14/08/2023 12:21:45",1692019305427,1,"14/08/2023 14:21:45",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","you lokked excited",3182.94199999998,17164.484,17181.036,3182.94199999998,17164.484,17181.036,1,3182.94199999998,13998.094,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"125",41,1692015706372,"14/08/2023 12:21:46",1692019306372,1,"14/08/2023 14:21:46",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.532000000007,966.532000000007,966.532000000007,966.532000000007,966.532000000007,966.532000000007,1,966.532000000007,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"126",42,1692015706382,"14/08/2023 12:21:46",1692019306382,1,"14/08/2023 14:21:46",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF01065"
"127",1,1692551678347,"20/08/2023 17:14:38",1692555278347,1,"20/08/2023 19:14:38",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF06732"
"128",2,1692551720283,"20/08/2023 17:15:20",1692555320283,1,"20/08/2023 19:15:20",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",41420.0310000477,41416.697,41420.0310000477,41420.0310000477,41416.697,41420.0310000477,1,41420.0310000477,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF06732"
"129",3,1692551720288,"20/08/2023 17:15:20",1692555320288,1,"20/08/2023 19:15:20",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","would not say unsure just timid",28600.035,41416.697,41425.331,28600.035,41416.697,41425.331,1,28600.035,12825.296,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF06732"
"130",4,1692551720289,"20/08/2023 17:15:20",1692555320289,1,"20/08/2023 19:15:20",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","gives reserved and shy vibes",8166.692,41416.697,41426.2310000954,8166.692,41416.697,41426.2310000954,1,8166.692,33259.5390000954,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF06732"
"131",5,1692551721247,"20/08/2023 17:15:21",1692555321247,1,"20/08/2023 19:15:21",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.640999999996,966.640999999996,966.640999999996,966.640999999996,966.640999999996,966.640999999996,1,966.640999999996,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF06732"
"132",6,1692551837091,"20/08/2023 17:17:17",1692555437091,1,"20/08/2023 19:17:17",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",115841.993,115833.011,115841.993,115841.993,115833.011,115841.993,1,115841.993,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF06732"
"133",7,1692551837096,"20/08/2023 17:17:17",1692555437096,1,"20/08/2023 19:17:17",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","very clear and seems decisive of her explanation",104349.511,115833.011,115846.092999905,104349.511,115833.011,115846.092999905,1,104349.511,11496.5819999046,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF06732"
"134",8,1692551837098,"20/08/2023 17:17:17",1692555437098,1,"20/08/2023 19:17:17",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","confident in her decision ",8899.948,115833.011,115846.493,8899.948,115833.011,115846.493,1,8899.948,106946.545,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF06732"
"135",9,1692551838050,"20/08/2023 17:17:18",1692555438050,1,"20/08/2023 19:17:18",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.598999999987,966.598999999987,966.598999999987,966.598999999987,966.598999999987,966.598999999987,1,966.598999999987,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF06732"
"136",10,1692551874026,"20/08/2023 17:17:54",1692555474026,1,"20/08/2023 19:17:54",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",35975.6829999523,35966.779,35975.6829999523,35975.6829999523,35966.779,35975.6829999523,1,35975.6829999523,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF06732"
"137",11,1692551874028,"20/08/2023 17:17:54",1692555474028,1,"20/08/2023 19:17:54",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","explains what they are seeing with confidence",25716.669,35966.779,35978.2830000954,25716.669,35966.779,35978.2830000954,1,25716.669,10261.6140000954,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF06732"
"138",12,1692551874029,"20/08/2023 17:17:54",1692555474029,1,"20/08/2023 19:17:54",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","flows well with her explanation",9083.28400000001,35966.779,35978.883,9083.28400000001,35966.779,35978.883,1,9083.28400000001,26895.599,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF06732"
"139",13,1692551874984,"20/08/2023 17:17:54",1692555474984,1,"20/08/2023 19:17:54",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.649000000005,966.649000000005,966.649000000005,966.649000000005,966.649000000005,966.649000000005,1,966.649000000005,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF06732"
"140",14,1692551912063,"20/08/2023 17:18:32",1692555512063,1,"20/08/2023 19:18:32",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",37081.455,37066.442,37081.455,37081.455,37066.442,37081.455,1,37081.455,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF06732"
"141",15,1692551912069,"20/08/2023 17:18:32",1692555512069,1,"20/08/2023 19:18:32",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","seems to hesitate but delivery is valid",21816.643,37066.442,37083.222,21816.643,37066.442,37083.222,1,21816.643,15266.579,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF06732"
"142",16,1692551912070,"20/08/2023 17:18:32",1692555512070,1,"20/08/2023 19:18:32",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","explains what he sees with little doubt",8066.68099999998,37066.442,37083.222,8066.68099999998,37066.442,37083.222,1,8066.68099999998,29016.541,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF06732"
"143",17,1692551913015,"20/08/2023 17:18:33",1692555513015,1,"20/08/2023 19:18:33",140743,17,"task-s9co",NA,31263450,NA,"complete",NA,"64e252d5b92f3bcf49791cfd","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.703999999998,966.703999999998,966.703999999998,966.703999999998,966.703999999998,966.703999999998,1,966.703999999998,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF06732"
