"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"9",1721817242833,"24/07/2024 10:34:02",1721820842833,1,"24/07/2024 12:34:02",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",17327.1,18293.5,18309.9,17327.1,18293.5,18309.9,1,17327.1,982.800000000003,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO45532"
"10",1721817264156,"24/07/2024 10:34:24",1721820864156,1,"24/07/2024 12:34:24",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",21344.3000000358,21342.6,21344.3000000358,21344.3000000358,21342.6,21344.3000000358,1,21344.3000000358,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO45532"
"11",1721817264158,"24/07/2024 10:34:24",1721820864158,1,"24/07/2024 12:34:24",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4248.8,21342.6,21347.0000000238,4248.8,21342.6,21347.0000000238,1,4248.8,17098.2000000238,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO45532"
"12",1721817264159,"24/07/2024 10:34:24",1721820864159,1,"24/07/2024 12:34:24",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",12395.8,21342.6,21347.7000000119,12395.8,21342.6,21347.7000000119,1,12395.8,8951.90000001193,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO45532"
"13",1721817264159,"24/07/2024 10:34:24",1721820864159,1,"24/07/2024 12:34:24",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",20126.8,21342.6,21348.0000000238,20126.8,21342.6,21348.0000000238,1,20126.8,1221.20000002385,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO45532"
"14",1721817264165,"24/07/2024 10:34:24",1721820864165,1,"24/07/2024 12:34:24",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO45532"
"1",1721815710722,"24/07/2024 10:08:30",1721819310722,1,"24/07/2024 12:08:30",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO14738"
"2",1721815771093,"24/07/2024 10:09:31",1721819371093,1,"24/07/2024 12:09:31",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",60386.7920000954,60380.692,60386.7920000954,60386.7920000954,60380.692,60386.7920000954,1,60386.7920000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO14738"
"3",1721815771094,"24/07/2024 10:09:31",1721819371094,1,"24/07/2024 12:09:31",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",30064.792,60380.692,60388.9919999046,30064.792,60380.692,60388.9919999046,1,30064.792,30324.1999999046,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO14738"
"4",1721815771095,"24/07/2024 10:09:31",1721819371095,1,"24/07/2024 12:09:31",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",45013.992,60380.692,60389.392,45013.992,60380.692,60389.392,1,45013.992,15375.4,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO14738"
"5",1721815771095,"24/07/2024 10:09:31",1721819371095,1,"24/07/2024 12:09:31",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",54063.592,60380.692,60389.6919997139,54063.592,60380.692,60389.6919997139,1,54063.592,6326.0999997139,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO14738"
"6",1721815820737,"24/07/2024 10:10:20",1721819420737,1,"24/07/2024 12:10:20",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",49651.2999999046,49646.6,49651.2999999046,49651.2999999046,49646.6,49651.2999999046,1,49651.2999999046,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO14738"
"7",1721815820740,"24/07/2024 10:10:20",1721819420740,1,"24/07/2024 12:10:20",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",19698,49646.6,49654.2999999046,19698,49646.6,49654.2999999046,1,19698,29956.2999999046,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO14738"
"8",1721815820741,"24/07/2024 10:10:20",1721819420741,1,"24/07/2024 12:10:20",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",29330.7,49646.6,49654.7999999046,29330.7,49646.6,49654.7999999046,1,29330.7,20324.0999999046,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO14738"
"9",1721815820741,"24/07/2024 10:10:20",1721819420741,1,"24/07/2024 12:10:20",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",47379.9,49646.6,49655.2,47379.9,49646.6,49655.2,1,47379.9,2275.3,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO14738"
"10",1721815857320,"24/07/2024 10:10:57",1721819457320,1,"24/07/2024 12:10:57",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",36587.1,36581.2,36587.1,36587.1,36581.2,36587.1,1,36587.1,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO14738"
"11",1721815857325,"24/07/2024 10:10:57",1721819457325,1,"24/07/2024 12:10:57",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",22848.3,36581.2,36592.2999998093,22848.3,36581.2,36592.2999998093,1,22848.3,13743.9999998093,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO14738"
"12",1721815857325,"24/07/2024 10:10:57",1721819457325,1,"24/07/2024 12:10:57",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",28114.8,36581.2,36592.7999998093,28114.8,36581.2,36592.7999998093,1,28114.8,8477.99999980925,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO14738"
"13",1721815857326,"24/07/2024 10:10:57",1721819457326,1,"24/07/2024 12:10:57",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",32681.3,36581.2,36593.2999998093,32681.3,36581.2,36593.2999998093,1,32681.3,3911.99999980925,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO14738"
"14",1721815857332,"24/07/2024 10:10:57",1721819457332,1,"24/07/2024 12:10:57",177048,9,"task-vy7n",NA,39164614,11491771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO14738"
"1",1721643377239,"22/07/2024 10:16:17",1721646977239,1,"22/07/2024 12:16:17",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO14619"
"2",1721643418476,"22/07/2024 10:16:58",1721647018476,1,"22/07/2024 12:16:58",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",41245,41228.8,41245,41245,41228.8,41245,1,41245,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO14619"
"3",1721643418478,"22/07/2024 10:16:58",1721647018478,1,"22/07/2024 12:16:58",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",21931.9,41228.8,41245,21931.9,41228.8,41245,1,21931.9,19313.1,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO14619"
"4",1721643418478,"22/07/2024 10:16:58",1721647018478,1,"22/07/2024 12:16:58",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",31538.9,41228.8,41245,31538.9,41228.8,41245,1,31538.9,9706.1,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO14619"
"5",1721643418478,"22/07/2024 10:16:58",1721647018478,1,"22/07/2024 12:16:58",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",37542.8,41228.8,41245,37542.8,41228.8,41245,1,37542.8,3702.2,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO14619"
"6",1721643439094,"22/07/2024 10:17:19",1721647039094,1,"22/07/2024 12:17:19",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",20635.6000000477,20631.9,20635.6000000477,20635.6000000477,20631.9,20635.6000000477,1,20635.6000000477,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO14619"
"7",1721643439096,"22/07/2024 10:17:19",1721647039096,1,"22/07/2024 12:17:19",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",6806.7,20631.9,20637.7000001907,6806.7,20631.9,20637.7000001907,1,6806.7,13831.0000001907,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO14619"
"8",1721643439096,"22/07/2024 10:17:19",1721647039096,1,"22/07/2024 12:17:19",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",11091.5,20631.9,20638.0000001431,11091.5,20631.9,20638.0000001431,1,11091.5,9546.50000014305,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO14619"
"9",1721643439096,"22/07/2024 10:17:19",1721647039096,1,"22/07/2024 12:17:19",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",19748.3,20631.9,20638.3000000954,19748.3,20631.9,20638.3000000954,1,19748.3,890.000000095366,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO14619"
"10",1721643465374,"22/07/2024 10:17:45",1721647065374,1,"22/07/2024 12:17:45",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",26284.2000000477,26270.3,26284.2000000477,26284.2000000477,26270.3,26284.2000000477,1,26284.2000000477,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO14619"
"11",1721643465376,"22/07/2024 10:17:45",1721647065376,1,"22/07/2024 12:17:45",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",8740.10000000001,26270.3,26286.5,8740.10000000001,26270.3,26286.5,1,8740.10000000001,17546.4,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO14619"
"12",1721643465377,"22/07/2024 10:17:45",1721647065377,1,"22/07/2024 12:17:45",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",14410.6,26270.3,26286.8,14410.6,26270.3,26286.8,1,14410.6,11876.2,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO14619"
"13",1721643465377,"22/07/2024 10:17:45",1721647065377,1,"22/07/2024 12:17:45",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",24734.6,26270.3,26286.8,24734.6,26270.3,26286.8,1,24734.6,1552.2,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO14619"
"14",1721643465381,"22/07/2024 10:17:45",1721647065381,1,"22/07/2024 12:17:45",177048,9,"task-vy7n",NA,39121333,11474933,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO14619"
"1",1721308651504,"18/07/2024 13:17:31",1721312251504,1,"18/07/2024 15:17:31",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO96648"
"2",1721308765280,"18/07/2024 13:19:25",1721312365280,1,"18/07/2024 15:19:25",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",113788.286,113771.686,113788.286,113788.286,113771.686,113788.286,1,113788.286,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO96648"
"3",1721308765284,"18/07/2024 13:19:25",1721312365284,1,"18/07/2024 15:19:25",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",112671.686,113771.686,113788.286,112671.686,113771.686,113788.286,1,112671.686,1116.60000000001,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO96648"
"4",1721308765285,"18/07/2024 13:19:25",1721312365285,1,"18/07/2024 15:19:25",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",94571.086,113771.686,113788.286,94571.086,113771.686,113788.286,1,94571.086,19217.2,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO96648"
"5",1721308765285,"18/07/2024 13:19:25",1721312365285,1,"18/07/2024 15:19:25",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",108405.086,113771.686,113788.286,108405.086,113771.686,113788.286,1,108405.086,5383.20000000001,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO96648"
"6",1721308845824,"18/07/2024 13:20:45",1721312445824,1,"18/07/2024 15:20:45",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",80564.2999998569,80553.7,80564.2999998569,80564.2999998569,80553.7,80564.2999998569,1,80564.2999998569,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO96648"
"7",1721308845831,"18/07/2024 13:20:45",1721312445831,1,"18/07/2024 15:20:45",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",9550.5,80553.7,80570.1,9550.5,80553.7,80570.1,1,9550.5,71019.6,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO96648"
"8",1721308845832,"18/07/2024 13:20:45",1721312445832,1,"18/07/2024 15:20:45",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",29601.3,80553.7,80570.1,29601.3,80553.7,80570.1,1,29601.3,50968.8,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO96648"
"9",1721308845833,"18/07/2024 13:20:45",1721312445833,1,"18/07/2024 15:20:45",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",79753.7,80553.7,80570.1,79753.7,80553.7,80570.1,1,79753.7,816.399999999994,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO96648"
"10",1721308881925,"18/07/2024 13:21:21",1721312481925,1,"18/07/2024 15:21:21",177048,9,"task-vy7n",NA,39055003,11454198,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",36112.099999857,36101.7,36112.099999857,36112.099999857,36101.7,36112.099999857,1,36112.099999857,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO96648"
