"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"13",1719243656176,"24/06/2024 15:40:56",1719247256176,1,"24/06/2024 17:40:56",177048,9,"task-vy7n",NA,38461799,11306131,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8275.8,10909.5,10913.7,8275.8,10909.5,10913.7,1,8275.8,2637.89999999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO01588"
"14",1719243656179,"24/06/2024 15:40:56",1719247256179,1,"24/06/2024 17:40:56",177048,9,"task-vy7n",NA,38461799,11306131,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO01588"
"1",1719223954294,"24/06/2024 10:12:34",1719227554294,1,"24/06/2024 12:12:34",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO91602"
"2",1719223972661,"24/06/2024 10:12:52",1719227572661,1,"24/06/2024 12:12:52",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",18373.1,18366.7,18373.1,18373.1,18366.7,18373.1,1,18373.1,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO91602"
"3",1719223972663,"24/06/2024 10:12:52",1719227572663,1,"24/06/2024 12:12:52",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",9800,18366.7,18379.8999999523,9800,18366.7,18379.8999999523,1,9800,8579.89999995231,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO91602"
"4",1719223972663,"24/06/2024 10:12:52",1719227572663,1,"24/06/2024 12:12:52",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",12166.6,18366.7,18380.2999999285,12166.6,18366.7,18380.2999999285,1,12166.6,6213.69999992847,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO91602"
"5",1719223972664,"24/06/2024 10:12:52",1719227572664,1,"24/06/2024 12:12:52",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",16700.5,18366.7,18380.6999999046,16700.5,18366.7,18380.6999999046,1,16700.5,1680.19999990463,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO91602"
"6",1719223996171,"24/06/2024 10:13:16",1719227596171,1,"24/06/2024 12:13:16",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",23521.2999999762,23516.8,23521.2999999762,23521.2999999762,23516.8,23521.2999999762,1,23521.2999999762,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO91602"
"7",1719223996174,"24/06/2024 10:13:16",1719227596174,1,"24/06/2024 12:13:16",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",7817,23516.8,23523.9,7817,23516.8,23523.9,1,7817,15706.9,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO91602"
"8",1719223996174,"24/06/2024 10:13:16",1719227596174,1,"24/06/2024 12:13:16",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",9466.9,23516.8,23524.4,9466.9,23516.8,23524.4,1,9466.9,14057.5,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO91602"
"9",1719223996175,"24/06/2024 10:13:16",1719227596175,1,"24/06/2024 12:13:16",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",18483.6,23516.8,23524.9,18483.6,23516.8,23524.9,1,18483.6,5041.3,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO91602"
"10",1719224010173,"24/06/2024 10:13:30",1719227610173,1,"24/06/2024 12:13:30",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",14006.1999999046,14000.3,14006.1999999046,14006.1999999046,14000.3,14006.1999999046,1,14006.1999999046,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO91602"
"11",1719224010175,"24/06/2024 10:13:30",1719227610175,1,"24/06/2024 12:13:30",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",6284.2,14000.3,14008.8999999523,6284.2,14000.3,14008.8999999523,1,6284.2,7724.69999995232,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO91602"
"12",1719224010176,"24/06/2024 10:13:30",1719227610176,1,"24/06/2024 12:13:30",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",11484,14000.3,14009.2999999285,11484,14000.3,14009.2999999285,1,11484,2525.29999992847,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO91602"
"13",1719224010177,"24/06/2024 10:13:30",1719227610177,1,"24/06/2024 12:13:30",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",12833.7,14000.3,14009.7999999285,12833.7,14000.3,14009.7999999285,1,12833.7,1176.09999992848,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO91602"
"14",1719224010181,"24/06/2024 10:13:30",1719227610181,1,"24/06/2024 12:13:30",177048,9,"task-vy7n",NA,38452841,11302443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"BIQ-A",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO91602"
"1",1718725437848,"18/06/2024 15:43:57",1718729037848,1,"18/06/2024 17:43:57",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO61449"
"2",1718725475090,"18/06/2024 15:44:35",1718729075090,1,"18/06/2024 17:44:35",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",37245.6,37230.8,37245.6,37245.6,37230.8,37245.6,1,37245.6,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO61449"
"3",1718725475092,"18/06/2024 15:44:35",1718729075092,1,"18/06/2024 17:44:35",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",22148.5,37230.8,37247.3,22148.5,37230.8,37247.3,1,22148.5,15098.8,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO61449"
"4",1718725475092,"18/06/2024 15:44:35",1718729075092,1,"18/06/2024 17:44:35",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",27198.2,37230.8,37247.3,27198.2,37230.8,37247.3,1,27198.2,10049.1,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO61449"
"5",1718725475092,"18/06/2024 15:44:35",1718729075092,1,"18/06/2024 17:44:35",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",33064.2,37230.8,37247.3,33064.2,37230.8,37247.3,1,33064.2,4183.1,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO61449"
"6",1718725497238,"18/06/2024 15:44:57",1718729097238,1,"18/06/2024 17:44:57",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",22165.2,22148.6,22165.2,22165.2,22148.6,22165.2,1,22165.2,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO61449"
"7",1718725497240,"18/06/2024 15:44:57",1718729097240,1,"18/06/2024 17:44:57",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7016,22148.6,22165.2,7016,22148.6,22165.2,1,7016,15149.2,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO61449"
"8",1718725497240,"18/06/2024 15:44:57",1718729097240,1,"18/06/2024 17:44:57",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",12715.6,22148.6,22165.2,12715.6,22148.6,22165.2,1,12715.6,9449.60000000001,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO61449"
"9",1718725497241,"18/06/2024 15:44:57",1718729097241,1,"18/06/2024 17:44:57",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",21115.1,22148.6,22165.2,21115.1,22148.6,22165.2,1,21115.1,1050.10000000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO61449"
"10",1718725520383,"18/06/2024 15:45:20",1718729120383,1,"18/06/2024 17:45:20",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",23162.7999999046,23148.4,23162.7999999046,23162.7999999046,23148.4,23162.7999999046,1,23162.7999999046,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO61449"
"11",1718725520385,"18/06/2024 15:45:20",1718729120385,1,"18/06/2024 17:45:20",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",12382.3,23148.4,23164.9,12382.3,23148.4,23164.9,1,12382.3,10782.6,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO61449"
"12",1718725520386,"18/06/2024 15:45:20",1718729120386,1,"18/06/2024 17:45:20",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",16698.7,23148.4,23164.9,16698.7,23148.4,23164.9,1,16698.7,6466.2,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO61449"
"13",1718725520386,"18/06/2024 15:45:20",1718729120386,1,"18/06/2024 17:45:20",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",22365.1,23148.4,23164.9,22365.1,23148.4,23164.9,1,22365.1,799.800000000003,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO61449"
"14",1718725520390,"18/06/2024 15:45:20",1718729120390,1,"18/06/2024 17:45:20",177048,9,"task-vy7n",NA,38358437,11274425,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO61449"
"1",1718714998446,"18/06/2024 12:49:58",1718718598446,1,"18/06/2024 14:49:58",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO18638"
"2",1718715036702,"18/06/2024 12:50:36",1718718636702,1,"18/06/2024 14:50:36",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",39599.4,39574.4,39599.4,39599.4,39574.4,39599.4,1,39599.4,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO18638"
"3",1718715036708,"18/06/2024 12:50:36",1718718636708,1,"18/06/2024 14:50:36",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",18630.5,39574.4,39599.4,18630.5,39574.4,39599.4,1,18630.5,20968.9,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO18638"
"4",1718715036709,"18/06/2024 12:50:36",1718718636709,1,"18/06/2024 14:50:36",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",31639.5,39574.4,39599.4,31639.5,39574.4,39599.4,1,31639.5,7959.9,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO18638"
"5",1718715036711,"18/06/2024 12:50:36",1718718636711,1,"18/06/2024 14:50:36",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",38569.8,39574.4,39599.4,38569.8,39574.4,39599.4,1,38569.8,1029.6,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO18638"
"6",1718715055446,"18/06/2024 12:50:55",1718718655446,1,"18/06/2024 14:50:55",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",18783.6,18765.6,18783.6,18783.6,18765.6,18783.6,1,18783.6,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO18638"
"7",1718715055451,"18/06/2024 12:50:55",1718718655451,1,"18/06/2024 14:50:55",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",8279.2,18765.6,18788.8000000477,8279.2,18765.6,18788.8000000477,1,8279.2,10509.6000000477,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO18638"
"8",1718715055453,"18/06/2024 12:50:55",1718718655453,1,"18/06/2024 14:50:55",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",11482.3,18765.6,18790.1,11482.3,18765.6,18790.1,1,11482.3,7307.8,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO18638"
"9",1718715055455,"18/06/2024 12:50:55",1718718655455,1,"18/06/2024 14:50:55",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",17614.7,18765.6,18790.6,17614.7,18765.6,18790.6,1,17614.7,1175.9,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO18638"
"10",1718715066664,"18/06/2024 12:51:06",1718718666664,1,"18/06/2024 14:51:06",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",11234.3,11209.4,11234.3,11234.3,11209.4,11234.3,1,11234.3,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO18638"
"11",1718715066670,"18/06/2024 12:51:06",1718718666670,1,"18/06/2024 14:51:06",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4400.9,11209.4,11234.3,4400.9,11209.4,11234.3,1,4400.9,6833.39999999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO18638"
"12",1718715066671,"18/06/2024 12:51:06",1718718666671,1,"18/06/2024 14:51:06",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",9756.89999999999,11209.4,11234.3,9756.89999999999,11209.4,11234.3,1,9756.89999999999,1477.39999999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO18638"
"13",1718715066673,"18/06/2024 12:51:06",1718718666673,1,"18/06/2024 14:51:06",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",10358.5,11209.4,11234.3,10358.5,11209.4,11234.3,1,10358.5,875.799999999988,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO18638"
"14",1718715066682,"18/06/2024 12:51:06",1718718666682,1,"18/06/2024 14:51:06",177048,9,"task-vy7n",NA,38353630,11273152,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1242x583",NA,NA,0,"BIQ-A",3,"BCADHEGF","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO18638"
"1",1718631198713,"17/06/2024 13:33:18",1718634798713,1,"17/06/2024 15:33:18",177048,9,"task-vy7n",NA,38331316,11266455,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO66122"
