"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"7",1712947790239,"12/04/2024 18:49:50",1712951390239,1,"12/04/2024 20:49:50",175580,1,"task-kvtv",NA,36976201,10905244,NA,"complete",NA,"661978915a0654b8bd0fe5e2","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6137.09999997611,6133.39999999991,6137.09999997611,6137.09999997611,6133.39999999991,6137.09999997611,1,6137.09999997611,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF18017"
"8",1712947796432,"12/04/2024 18:49:56",1712951396432,1,"12/04/2024 20:49:56",175580,1,"task-kvtv",NA,36976201,10905244,NA,"complete",NA,"661978915a0654b8bd0fe5e2","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6195.49999998813,6183.40000000014,6195.49999998813,6195.49999998813,6183.40000000014,6195.49999998813,1,6195.49999998813,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF18017"
"9",1712947799496,"12/04/2024 18:49:59",1712951399496,1,"12/04/2024 20:49:59",175580,1,"task-kvtv",NA,36976201,10905244,NA,"complete",NA,"661978915a0654b8bd0fe5e2","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3076.19999998203,3066.69999999995,3076.19999998203,3076.19999998203,3066.69999999995,3076.19999998203,1,3076.19999998203,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF18017"
"10",1712947799503,"12/04/2024 18:49:59",1712951399503,1,"12/04/2024 20:49:59",175580,1,"task-kvtv",NA,36976201,10905244,NA,"complete",NA,"661978915a0654b8bd0fe5e2","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF18017"
"1",1712947254143,"12/04/2024 18:40:54",1712950854143,1,"12/04/2024 20:40:54",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF05744"
"2",1712947258010,"12/04/2024 18:40:58",1712950858010,1,"12/04/2024 20:40:58",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3749.9,3733.2,3749.9,3749.9,3733.2,3749.9,1,3749.9,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF05744"
"3",1712947263149,"12/04/2024 18:41:03",1712950863149,1,"12/04/2024 20:41:03",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",5157.79999999851,5150,5157.79999999851,5157.79999999851,5150,5157.79999999851,1,5157.79999999851,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF05744"
"4",1712947275820,"12/04/2024 18:41:15",1712950875820,1,"12/04/2024 20:41:15",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",12678.7000000045,12666.2,12678.7000000045,12678.7000000045,12666.2,12678.7000000045,1,12678.7000000045,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF05744"
"5",1712947286713,"12/04/2024 18:41:26",1712950886713,1,"12/04/2024 20:41:26",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",10906.0999999985,10901.2,10906.0999999985,10906.0999999985,10901.2,10906.0999999985,1,10906.0999999985,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF05744"
"6",1712947296700,"12/04/2024 18:41:36",1712950896700,1,"12/04/2024 20:41:36",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",9991.70000000298,9983.6,9991.70000000298,9991.70000000298,9983.6,9991.70000000298,1,9991.70000000298,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF05744"
"7",1712947304956,"12/04/2024 18:41:44",1712950904956,1,"12/04/2024 20:41:44",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",8263.9,8250.2,8263.9,8263.9,8250.2,8263.9,1,8263.9,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF05744"
"8",1712947311425,"12/04/2024 18:41:51",1712950911425,1,"12/04/2024 20:41:51",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6483.2,6466.8,6483.2,6483.2,6466.8,6483.2,1,6483.2,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF05744"
"9",1712947314636,"12/04/2024 18:41:54",1712950914636,1,"12/04/2024 20:41:54",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3227.29999999851,3216.7,3227.29999999851,3227.29999999851,3216.7,3227.29999999851,1,3227.29999999851,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF05744"
"10",1712947314640,"12/04/2024 18:41:54",1712950914640,1,"12/04/2024 20:41:54",175580,1,"task-kvtv",NA,36976423,10905300,NA,"complete",NA,"66197a97d988197f5b742bee","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF05744"
"1",1712948292206,"12/04/2024 18:58:12",1712951892206,1,"12/04/2024 20:58:12",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF91970"
"2",1712948297267,"12/04/2024 18:58:17",1712951897267,1,"12/04/2024 20:58:17",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",26585.5,26570.6,26585.5,26585.5,26570.6,26585.5,1,26585.5,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF91970"
"3",1712948300288,"12/04/2024 18:58:20",1712951900288,1,"12/04/2024 20:58:20",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3033.4,3016.4,3033.4,3033.4,3016.4,3033.4,1,3033.4,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF91970"
"4",1712948334937,"12/04/2024 18:58:54",1712951934937,1,"12/04/2024 20:58:54",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",34664.3,34647.5,34664.3,34664.3,34647.5,34664.3,1,34664.3,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF91970"
"5",1712948342142,"12/04/2024 18:59:02",1712951942142,1,"12/04/2024 20:59:02",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7227.60000000894,7216.8,7227.60000000894,7227.60000000894,7216.8,7227.60000000894,1,7227.60000000894,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF91970"
"6",1712948355674,"12/04/2024 18:59:15",1712951955674,1,"12/04/2024 20:59:15",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",13531.5,13515.4,13531.5,13531.5,13515.4,13531.5,1,13531.5,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF91970"
"7",1712948361043,"12/04/2024 18:59:21",1712951961043,1,"12/04/2024 20:59:21",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5396.3,5383.2,5396.3,5396.3,5383.2,5396.3,1,5396.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF91970"
"8",1712948363717,"12/04/2024 18:59:23",1712951963717,1,"12/04/2024 20:59:23",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2683.60000000001,2667.10000000001,2683.60000000001,2683.60000000001,2667.10000000001,2683.60000000001,1,2683.60000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF91970"
"9",1712948366355,"12/04/2024 18:59:26",1712951966355,1,"12/04/2024 20:59:26",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2658,2649.60000000001,2658,2658,2649.60000000001,2658,1,2658,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF91970"
"10",1712948366384,"12/04/2024 18:59:26",1712951966384,1,"12/04/2024 20:59:26",175580,1,"task-kvtv",NA,36976770,10905171,NA,"complete",NA,"6619773ca218136096b1bc7d","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1366x768","1366x633",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF91970"
"1",1712947720690,"12/04/2024 18:48:40",1712951320690,1,"12/04/2024 20:48:40",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","858x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF49465"
"2",1712947726292,"12/04/2024 18:48:46",1712951326292,1,"12/04/2024 20:48:46",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","858x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",5377.24200038147,5366.452,5377.24200038147,5377.24200038147,5366.452,5377.24200038147,1,5377.24200038147,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF49465"
"3",1712947729135,"12/04/2024 18:48:49",1712951329135,1,"12/04/2024 20:48:49",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","858x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2850.582,2833.916,2850.582,2850.582,2833.916,2850.582,1,2850.582,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF49465"
"4",1712947732563,"12/04/2024 18:48:52",1712951332563,1,"12/04/2024 20:48:52",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","858x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",3447.774,3433.196,3447.774,3447.774,3433.196,3447.774,1,3447.774,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF49465"
"5",1712947756959,"12/04/2024 18:49:16",1712951356959,1,"12/04/2024 20:49:16",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",24411.078,24400.344,24411.078,24411.078,24400.344,24411.078,1,24411.078,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF49465"
"6",1712947761227,"12/04/2024 18:49:21",1712951361227,1,"12/04/2024 20:49:21",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",4279.33400038147,4267.21799999999,4279.33400038147,4279.33400038147,4267.21799999999,4279.33400038147,1,4279.33400038147,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF49465"
"7",1712947766032,"12/04/2024 18:49:26",1712951366032,1,"12/04/2024 20:49:26",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4816.47400000001,4799.808,4816.47400000001,4816.47400000001,4799.808,4816.47400000001,1,4816.47400000001,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF49465"
"8",1712947769348,"12/04/2024 18:49:29",1712951369348,1,"12/04/2024 20:49:29",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3333.50800019073,3317.219,3333.50800019073,3333.50800019073,3317.219,3333.50800019073,1,3333.50800019073,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF49465"
"9",1712947772195,"12/04/2024 18:49:32",1712951372195,1,"12/04/2024 20:49:32",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2862.78900019074,2849.886,2862.78900019074,2862.78900019074,2849.886,2862.78900019074,1,2862.78900019074,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF49465"
"10",1712947772196,"12/04/2024 18:49:32",1712951372196,1,"12/04/2024 20:49:32",175580,1,"task-kvtv",NA,36976616,10905364,NA,"complete",NA,"66197ed5dd93afd98b57ec62","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"GHFIEJDKCAB","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF49465"
