"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"10",1712947789829,"12/04/2024 18:49:49",1712951389829,1,"12/04/2024 20:49:49",175580,1,"task-kvtv",NA,36976617,10905385,NA,"complete",NA,"66197f9ddc20c9fb5159671f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFKEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF11317"
"1",1712947758221,"12/04/2024 18:49:18",1712951358221,1,"12/04/2024 20:49:18",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF83543"
"2",1712947761065,"12/04/2024 18:49:21",1712951361065,1,"12/04/2024 20:49:21",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",2769.59999996424,2768.4,2769.59999996424,2769.59999996424,2768.4,2769.59999996424,1,2769.59999996424,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF83543"
"3",1712947763901,"12/04/2024 18:49:23",1712951363901,1,"12/04/2024 20:49:23",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2838.19999996424,2835,2838.19999996424,2838.19999996424,2835,2838.19999996424,1,2838.19999996424,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF83543"
"4",1712947771261,"12/04/2024 18:49:31",1712951371261,1,"12/04/2024 20:49:31",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",7362.29999998808,7360,7362.29999998808,7362.29999998808,7360,7362.29999998808,1,7362.29999998808,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF83543"
"5",1712947778570,"12/04/2024 18:49:38",1712951378570,1,"12/04/2024 20:49:38",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7311.69999996424,7305.6,7311.69999996424,7311.69999996424,7305.6,7311.69999996424,1,7311.69999996424,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF83543"
"6",1712947784727,"12/04/2024 18:49:44",1712951384727,1,"12/04/2024 20:49:44",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",6163.09999996424,6160.5,6163.09999996424,6163.09999996424,6160.5,6163.09999996424,1,6163.09999996424,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF83543"
"7",1712947792474,"12/04/2024 18:49:52",1712951392474,1,"12/04/2024 20:49:52",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",7749.89999997616,7747.8,7749.89999997616,7749.89999997616,7747.8,7749.89999997616,1,7749.89999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF83543"
"8",1712947798277,"12/04/2024 18:49:58",1712951398277,1,"12/04/2024 20:49:58",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5804.39999998808,5803.2,5804.39999998808,5804.39999998808,5803.2,5804.39999998808,1,5804.39999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF83543"
"9",1712947801105,"12/04/2024 18:50:01",1712951401105,1,"12/04/2024 20:50:01",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2829.59999996424,2828.9,2829.59999996424,2829.59999996424,2828.9,2829.59999996424,1,2829.59999996424,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF83543"
"10",1712947801106,"12/04/2024 18:50:01",1712951401106,1,"12/04/2024 20:50:01",175580,1,"task-kvtv",NA,36976630,10905412,NA,"complete",NA,"66197f9aa5b6af8abf932544","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","2560x1440","2844x1412",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"IJHKGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF83543"
"1",1712948147778,"12/04/2024 18:55:47",1712951747778,1,"12/04/2024 20:55:47",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00852"
"2",1712948154518,"12/04/2024 18:55:54",1712951754518,1,"12/04/2024 20:55:54",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",6535.4,6518.8,6535.4,6535.4,6518.8,6535.4,1,6535.4,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF00852"
"3",1712948158794,"12/04/2024 18:55:58",1712951758794,1,"12/04/2024 20:55:58",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4297.2,4284.2,4297.2,4297.2,4284.2,4297.2,1,4297.2,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF00852"
"4",1712948174056,"12/04/2024 18:56:14",1712951774056,1,"12/04/2024 20:56:14",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",15274.8000000119,15270.2,15274.8000000119,15274.8000000119,15270.2,15274.8000000119,1,15274.8000000119,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF00852"
"5",1712948183733,"12/04/2024 18:56:23",1712951783733,1,"12/04/2024 20:56:23",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",9681.70000003576,9669,9681.70000003576,9681.70000003576,9669,9681.70000003576,1,9681.70000003576,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF00852"
"6",1712948199028,"12/04/2024 18:56:39",1712951799028,1,"12/04/2024 20:56:39",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",15306.9000000238,15303.8,15306.9000000238,15306.9000000238,15303.8,15306.9000000238,1,15306.9000000238,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF00852"
"7",1712948205053,"12/04/2024 18:56:45",1712951805053,1,"12/04/2024 20:56:45",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6029.10000002384,6018.2,6029.10000002384,6029.10000002384,6018.2,6029.10000002384,1,6029.10000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF00852"
"8",1712948209782,"12/04/2024 18:56:49",1712951809782,1,"12/04/2024 20:56:49",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4739.3,4734.5,4739.3,4739.3,4734.5,4739.3,1,4739.3,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF00852"
"9",1712948212828,"12/04/2024 18:56:52",1712951812828,1,"12/04/2024 20:56:52",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3050.70000003577,3034.2,3050.70000003577,3050.70000003577,3034.2,3050.70000003577,1,3050.70000003577,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF00852"
"10",1712948212830,"12/04/2024 18:56:52",1712951812830,1,"12/04/2024 20:56:52",175580,1,"task-kvtv",NA,36976735,10905451,NA,"complete",NA,"66197beab5ff9b737b7659ba","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1500x1000","1500x831",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"JKIAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00852"
"1",1712949129329,"12/04/2024 19:12:09",1712952729329,1,"12/04/2024 21:12:09",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF83382"
"2",1712949134218,"12/04/2024 19:12:14",1712952734218,1,"12/04/2024 21:12:14",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4774.80000001192,4766.4,4774.80000001192,4774.80000001192,4766.4,4774.80000001192,1,4774.80000001192,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF83382"
"3",1712949136930,"12/04/2024 19:12:16",1712952736930,1,"12/04/2024 21:12:16",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2716.7,2700,2716.7,2716.7,2700,2716.7,1,2716.7,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF83382"
"4",1712949149666,"12/04/2024 19:12:29",1712952749666,1,"12/04/2024 21:12:29",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",12756.4000000119,12749.5,12756.4000000119,12756.4000000119,12749.5,12756.4000000119,1,12756.4000000119,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF83382"
"5",1712949219387,"12/04/2024 19:13:39",1712952819387,1,"12/04/2024 21:13:39",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",69729.2000000238,69713.8,69729.2000000238,69729.2000000238,69713.8,69729.2000000238,1,69729.2000000238,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF83382"
"6",1712949227383,"12/04/2024 19:13:47",1712952827383,1,"12/04/2024 21:13:47",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",8011.3,7999.8,8011.3,8011.3,7999.8,8011.3,1,8011.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF83382"
"7",1712949232959,"12/04/2024 19:13:52",1712952832959,1,"12/04/2024 21:13:52",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5587.90000000596,5583,5587.90000000596,5587.90000000596,5583,5587.90000000596,1,5587.90000000596,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF83382"
"8",1712949237069,"12/04/2024 19:13:57",1712952837069,1,"12/04/2024 21:13:57",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4114.40000000596,4099.89999999999,4114.40000000596,4114.40000000596,4099.89999999999,4114.40000000596,1,4114.40000000596,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF83382"
"9",1712949241027,"12/04/2024 19:14:01",1712952841027,1,"12/04/2024 21:14:01",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3972.80000001789,3966.5,3972.80000001789,3972.80000001789,3966.5,3972.80000001789,1,3972.80000001789,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF83382"
"10",1712949241030,"12/04/2024 19:14:01",1712952841030,1,"12/04/2024 21:14:01",175580,1,"task-kvtv",NA,36977103,10905518,NA,"complete",NA,"661984cd43485e22ba0fe91a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"KAJBICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF83382"
"1",1712950054115,"12/04/2024 19:27:34",1712935654115,-4,"12/04/2024 11:27:34",175580,1,"task-kvtv",NA,36977521,10905623,NA,"complete",NA,"661988030e8d31580629efb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF24108"
"2",1712950059131,"12/04/2024 19:27:39",1712935659131,-4,"12/04/2024 11:27:39",175580,1,"task-kvtv",NA,36977521,10905623,NA,"complete",NA,"661988030e8d31580629efb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4510.70000000298,4505.5,4510.70000000298,4510.70000000298,4505.5,4510.70000000298,1,4510.70000000298,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF24108"
"3",1712950061780,"12/04/2024 19:27:41",1712935661780,-4,"12/04/2024 11:27:41",175580,1,"task-kvtv",NA,36977521,10905623,NA,"complete",NA,"661988030e8d31580629efb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2655,2645,2655,2655,2645,2655,1,2655,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF24108"
"4",1712950075482,"12/04/2024 19:27:55",1712935675482,-4,"12/04/2024 11:27:55",175580,1,"task-kvtv",NA,36977521,10905623,NA,"complete",NA,"661988030e8d31580629efb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",13711.700000003,13697.7,13711.700000003,13711.700000003,13697.7,13711.700000003,1,13711.700000003,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF24108"
"5",1712950084557,"12/04/2024 19:28:04",1712935684557,-4,"12/04/2024 11:28:04",175580,1,"task-kvtv",NA,36977521,10905623,NA,"complete",NA,"661988030e8d31580629efb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",9088.69999999106,9085.9,9088.69999999106,9088.69999999106,9085.9,9088.69999999106,1,9088.69999999106,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF24108"
"6",1712950097259,"12/04/2024 19:28:17",1712935697259,-4,"12/04/2024 11:28:17",175580,1,"task-kvtv",NA,36977521,10905623,NA,"complete",NA,"661988030e8d31580629efb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",12705.7999999911,12692.7,12705.7999999911,12705.7999999911,12692.7,12705.7999999911,1,12705.7999999911,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF24108"
"7",1712950104140,"12/04/2024 19:28:24",1712935704140,-4,"12/04/2024 11:28:24",175580,1,"task-kvtv",NA,36977521,10905623,NA,"complete",NA,"661988030e8d31580629efb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6893.79999999404,6878.6,6893.79999999404,6893.79999999404,6878.6,6893.79999999404,1,6893.79999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF24108"
"8",1712950107467,"12/04/2024 19:28:27",1712935707467,-4,"12/04/2024 11:28:27",175580,1,"task-kvtv",NA,36977521,10905623,NA,"complete",NA,"661988030e8d31580629efb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3341.99999999106,3335.7,3341.99999999106,3341.99999999106,3335.7,3341.99999999106,1,3341.99999999106,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF24108"
